,節,開催日,相手,スコア,HomeAway,会場,天候,自チーム,年度,team_id,指揮官,H_シュート,H_枠内シュート,H_PKによるシュート,H_パス,H_クロス,H_直接ＦＫ,H_間接ＦＫ,H_ＣＫ,H_スローイン,H_ドリブル,H_タックル,H_クリア,H_インターセプト,H_オフサイド,H_警告,H_退場,H_３０ｍライン進入,H_ペナルティエリア進入,H_攻撃回数,H_チャンス構築率,H_ボール支配率,H_シュート成功率,H_パス成功率,H_クロス成功率,H_スローイン成功率,H_ドリブル成功率,H_タックル成功率,A_シュート,A_枠内シュート,A_PKによるシュート,A_パス,A_クロス,A_直接ＦＫ,A_間接ＦＫ,A_ＣＫ,A_スローイン,A_ドリブル,A_タックル,A_クリア,A_インターセプト,A_オフサイド,A_警告,A_退場,A_３０ｍライン進入,A_ペナルティエリア進入,A_攻撃回数,A_チャンス構築率,A_ボール支配率,A_シュート成功率,A_パス成功率,A_クロス成功率,A_スローイン成功率,A_ドリブル成功率,A_タックル成功率,A_ゴール期待値,H_ゴール期待値
552,33,1213,岩手,0-5,H,ヤンマー,曇,セレッソ大阪U-23,2021,c-23,丸山　良明,12,3,0,650,17,9,5,2,31,11,18,11,2,4,0,0,54,13,153,7.8%,56.7%,(8.3%),(77.4%),(23.5%),(96.8%),(54.5%),(88.9%),16,6,0,455,11,9,4,3,16,7,30,19,6,5,0,0,44,10,146,11.0%,43.3%,(25.0%),(73.6%),(27.3%),(68.8%),(42.9%),(66.7%),1.622,1.063
553,34,1220,八戸,1-4,H,ヤンマー,晴,セレッソ大阪U-23,2021,c-23,丸山　良明,12,3,0,650,17,9,5,2,31,11,18,11,2,4,0,0,54,13,153,7.8%,56.7%,(8.3%),(77.4%),(23.5%),(96.8%),(54.5%),(88.9%),16,6,0,455,11,9,4,3,16,7,30,19,6,5,0,0,44,10,146,11.0%,43.3%,(25.0%),(73.6%),(27.3%),(68.8%),(42.9%),(66.7%),1.622,1.063
554,1,0309,琉球,0-3,A,沖縄県陸,曇のち晴,Ｊリーグ・アンダー２２選抜,2014,j-22,,14,6,0,382,15,16,3,4,30,23,27,15,8,3,1,0,42,17,160,8.8%,42.5%,(21.4%),(66.2%),(6.7%),(86.7%),(47.8%),(88.9%),3,0,0,599,10,11,3,4,20,9,32,20,3,2,3,0,31,5,141,2.1%,57.5%,(0.0%),(77.6%),(30.0%),(90.0%),(22.2%),(65.6%),,
555,2,0316,藤枝,4-2,A,藤枝サ,晴,Ｊリーグ・アンダー２２選抜,2014,j-22,,16,6,0,447,13,13,3,2,45,16,36,23,2,4,0,0,49,19,172,9.3%,46.7%,(12.5%),(65.3%),(15.4%),(68.9%),(43.8%),(80.6%),19,9,0,480,22,12,4,7,41,21,39,27,2,3,1,0,41,22,173,11.0%,53.3%,(21.1%),(66.3%),(18.2%),(78.0%),(47.6%),(76.9%),,
556,3,0323,盛岡,1-6,A,盛岡南,晴,Ｊリーグ・アンダー２２選抜,2014,j-22,,12,7,1,275,10,6,1,6,25,10,33,8,3,0,0,0,25,12,120,10.0%,29.7%,(50.0%),(61.8%),(20.0%),(68.0%),(50.0%),(84.8%),10,4,0,881,9,8,0,4,26,15,32,4,4,1,2,0,68,14,117,8.5%,70.3%,(10.0%),(87.7%),(22.2%),(92.3%),(53.3%),(68.8%),,
557,4,0330,秋田,2-1,A,秋田球,雨,Ｊリーグ・アンダー２２選抜,2014,j-22,,16,4,0,996,19,5,1,6,23,16,25,13,7,2,1,0,43,16,123,13.0%,61.8%,(6.3%),(89.7%),(42.1%),(82.6%),(50.0%),(84.0%),19,5,0,444,5,4,2,5,14,20,28,19,15,1,0,0,29,12,117,16.2%,38.2%,(10.5%),(79.5%),(20.0%),(92.9%),(75.0%),(60.7%),,
558,5,0406,YS横浜,2-0,A,ニッパ球,曇のち雷雨,Ｊリーグ・アンダー２２選抜,2014,j-22,,13,9,0,520,10,14,1,5,27,13,23,10,7,1,0,0,29,9,167,7.8%,44.9%,(0.0%),(71.7%),(20.0%),(92.6%),(38.5%),(82.6%),11,5,0,559,6,13,2,0,39,15,25,17,5,1,2,0,18,8,176,6.3%,55.1%,(18.2%),(74.1%),(33.3%),(76.9%),(53.3%),(76.0%),,
559,6,0413,福島,1-0,A,とうスタ,晴,Ｊリーグ・アンダー２２選抜,2014,j-22,,14,4,0,567,19,10,2,8,21,20,31,5,1,0,0,0,45,18,150,9.3%,47%,(0.0%),(76.4%),(36.8%),(85.7%),(40.0%),(87.1%),8,3,0,625,11,12,0,3,17,11,35,16,4,2,2,0,24,6,136,5.9%,53%,(12.5%),(79.7%),(27.3%),(82.4%),(54.5%),(74.3%),,
560,7,0420,鳥取,0-1,A,とりスタ,曇のち晴,Ｊリーグ・アンダー２２選抜,2014,j-22,,19,4,0,365,16,10,1,11,34,17,39,18,7,4,1,0,38,20,142,13.4%,42.1%,(5.3%),(62.2%),(31.3%),(50.0%),(23.5%),(79.5%),11,3,0,595,8,15,4,1,37,8,24,31,3,0,2,0,36,9,138,8.0%,57.9%,(0.0%),(77.8%),(25.0%),(78.4%),(37.5%),(91.7%),,
561,8,0426,町田,0-4,A,町田,晴時々曇,Ｊリーグ・アンダー２２選抜,2014,j-22,,15,5,0,478,13,13,3,5,27,17,38,17,9,3,0,0,49,18,173,8.7%,49.9%,(26.7%),(72.8%),(23.1%),(85.2%),(52.9%),(65.8%),8,3,0,499,8,14,4,0,35,11,38,25,4,3,1,0,32,5,169,4.7%,50.1%,(0.0%),(70.5%),(12.5%),(85.7%),(45.5%),(81.6%),,
562,9,0429,相模原,1-0,A,ギオンス,曇,Ｊリーグ・アンダー２２選抜,2014,j-22,,17,2,0,500,19,10,2,4,28,17,24,12,3,2,2,0,33,19,145,11.7%,55.5%,(0.0%),(69.8%),(15.8%),(82.1%),(64.7%),(70.8%),12,2,0,368,6,12,2,3,26,12,23,26,4,2,0,0,25,6,134,9.0%,44.5%,(8.3%),(65.8%),(0.0%),(76.9%),(33.3%),(69.6%),,
563,10,0504,長野,0-1,A,長野,曇,Ｊリーグ・アンダー２２選抜,2014,j-22,,11,3,0,582,18,10,2,5,32,8,23,14,3,2,2,0,43,17,128,8.6%,51.9%,(9.1%),(77.3%),(16.7%),(84.4%),(62.5%),(65.2%),4,1,0,537,7,12,2,2,20,2,31,25,3,2,1,0,20,5,122,3.3%,48.1%,(0.0%),(76.4%),(0.0%),(85.0%),(0.0%),(74.2%),,
564,11,0511,金沢,0-2,A,石川西部,晴,Ｊリーグ・アンダー２２選抜,2014,j-22,,13,7,0,304,11,12,2,10,26,15,17,17,4,1,2,0,32,16,146,8.9%,39.2%,(15.4%),(60.9%),(63.6%),(69.2%),(46.7%),(76.5%),7,2,0,610,10,16,1,2,20,15,31,19,4,2,2,0,43,7,135,5.2%,60.8%,(0.0%),(75.9%),(10.0%),(90.0%),(40.0%),(74.2%),,
565,12,0518,藤枝,1-3,A,藤枝サ,晴,Ｊリーグ・アンダー２２選抜,2014,j-22,,18,4,0,354,12,10,2,6,32,12,32,22,5,0,2,0,31,13,160,11.3%,41.8%,(16.7%),(61.3%),(16.7%),(68.8%),(25.0%),(90.6%),10,5,0,545,14,18,0,1,37,8,42,27,5,2,1,0,35,11,159,6.3%,58.2%,(10.0%),(74.5%),(14.3%),(86.5%),(62.5%),(66.7%),,
566,13,0525,鳥取,0-1,A,とりスタ,晴,Ｊリーグ・アンダー２２選抜,2014,j-22,,16,2,0,313,18,7,5,5,26,14,28,19,3,1,1,0,35,14,141,11.3%,37.8%,(6.3%),(60.7%),(22.2%),(65.4%),(50.0%),(78.6%),8,2,0,605,16,14,1,6,29,13,22,17,0,5,1,0,34,11,144,5.6%,62.2%,(0.0%),(77.5%),(6.3%),(86.2%),(46.2%),(77.3%),,
567,14,0601,長野,0-4,A,佐久,晴,Ｊリーグ・アンダー２２選抜,2014,j-22,,17,9,0,387,10,12,1,5,26,13,19,10,5,3,0,0,31,15,138,12.3%,38.7%,(23.5%),(72.4%),(30.0%),(73.1%),(46.2%),(84.2%),10,0,0,719,8,9,3,1,21,8,14,8,1,1,1,0,32,7,117,8.5%,61.3%,(0.0%),(84.6%),(25.0%),(81.0%),(62.5%),(78.6%),,
568,15,0608,琉球,6-0,A,沖縄市陸,曇,Ｊリーグ・アンダー２２選抜,2014,j-22,,14,1,0,605,17,11,0,6,25,10,22,16,2,1,2,0,41,8,130,10.8%,55.1%,(0.0%),(81.3%),(23.5%),(88.0%),(70.0%),(86.4%),10,7,1,466,13,12,1,3,18,13,26,22,7,0,0,0,39,15,126,7.9%,44.9%,(60.0%),(77.5%),(46.2%),(94.4%),(61.5%),(73.1%),,
569,16,0614,金沢,0-0,A,石川西部,晴,Ｊリーグ・アンダー２２選抜,2014,j-22,,8,2,0,275,8,15,4,1,21,18,19,22,4,3,1,0,36,7,124,6.5%,34.6%,(0.0%),(62.2%),(12.5%),(76.2%),(44.4%),(73.7%),16,5,0,715,19,12,3,2,22,20,15,12,0,4,2,0,66,18,113,14.2%,65.4%,(0.0%),(84.8%),(26.3%),(86.4%),(55.0%),(80.0%),,
570,17,0622,盛岡,1-3,A,盛岡南,晴,Ｊリーグ・アンダー２２選抜,2014,j-22,,15,6,0,323,15,8,2,4,19,13,24,15,10,1,0,0,34,18,133,11.3%,35.2%,(20.0%),(61.9%),(26.7%),(42.1%),(46.2%),(75.0%),9,2,0,784,7,9,1,4,25,8,18,19,2,2,1,0,37,8,129,7.0%,64.8%,(11.1%),(80.7%),(0.0%),(100.0%),(62.5%),(66.7%),,
571,18,0720,相模原,3-2,A,ギオンス,曇,Ｊリーグ・アンダー２２選抜,2014,j-22,,20,8,0,493,28,9,4,11,33,24,19,9,4,2,1,0,45,30,144,13.9%,52.5%,(10.0%),(74.8%),(25.0%),(69.7%),(50.0%),(73.7%),10,6,0,437,7,15,2,2,18,7,30,32,5,4,0,0,27,14,130,7.7%,47.5%,(30.0%),(75.1%),(28.6%),(77.8%),(42.9%),(73.3%),,
572,19,0727,町田,1-1,A,町田,曇,Ｊリーグ・アンダー２２選抜,2014,j-22,,12,6,0,381,14,17,5,8,24,14,21,15,4,1,2,0,34,14,132,9.1%,42.7%,(8.3%),(71.7%),(14.3%),(83.3%),(35.7%),(66.7%),11,4,0,536,13,18,1,5,20,11,32,18,4,4,0,0,35,10,123,8.9%,57.3%,(9.1%),(79.5%),(30.8%),(85.0%),(72.7%),(62.5%),,
573,20,0803,秋田,0-4,A,秋田球,晴,Ｊリーグ・アンダー２２選抜,2014,j-22,,14,5,0,686,11,8,1,4,14,7,15,13,3,3,1,0,35,16,96,14.6%,51.4%,(28.6%),(88.3%),(18.2%),(57.1%),(14.3%),(80.0%),8,1,0,540,5,11,3,4,12,12,17,8,3,0,1,0,31,7,86,9.3%,48.6%,(0.0%),(86.1%),(0.0%),(100.0%),(58.3%),(76.5%),,
574,21,0810,福島,0-0,A,とうスタ,雨,Ｊリーグ・アンダー２２選抜,2014,j-22,,19,4,0,344,15,11,1,7,32,13,38,31,7,2,1,0,32,9,178,10.7%,49.7%,(0.0%),(41.9%),(6.7%),(78.1%),(23.1%),(84.2%),8,1,0,345,14,12,2,4,52,20,33,30,5,1,1,0,27,9,191,4.2%,50.3%,(0.0%),(45.2%),(0.0%),(61.5%),(45.0%),(78.8%),,
575,25,0817,盛岡,1-2,A,盛岡南,雨,Ｊリーグ・アンダー２２選抜,2014,j-22,,20,9,0,371,22,11,1,8,25,10,29,12,5,1,1,0,43,14,140,14.3%,42.9%,(10.0%),(65.5%),(22.7%),(76.0%),(70.0%),(89.7%),13,5,0,587,6,13,1,1,26,7,20,14,4,1,3,0,31,10,140,9.3%,57.1%,(7.7%),(81.1%),(66.7%),(84.6%),(42.9%),(80.0%),,
576,22,0824,YS横浜,1-2,A,ニッパ球,曇,Ｊリーグ・アンダー２２選抜,2014,j-22,,14,5,0,482,12,21,5,0,25,20,25,16,3,0,1,0,41,13,129,10.9%,48.9%,(14.3%),(79.5%),(25.0%),(88.0%),(45.0%),(96.0%),8,3,0,581,10,9,0,4,27,10,22,13,7,4,2,0,38,9,137,5.8%,51.1%,(12.5%),(80.9%),(10.0%),(92.6%),(60.0%),(68.2%),,
577,23,0831,藤枝,1-2,A,藤枝サ,曇,Ｊリーグ・アンダー２２選抜,2014,j-22,,14,4,0,407,6,11,2,3,30,11,36,21,3,0,0,0,40,9,136,10.3%,44.8%,(14.3%),(71.3%),(33.3%),(100.0%),(36.4%),(88.9%),13,4,0,599,10,10,0,4,30,16,18,16,5,2,1,0,33,11,135,9.6%,55.2%,(7.7%),(81.0%),(20.0%),(93.3%),(50.0%),(66.7%),,
578,24,0907,町田,0-3,A,町田,曇,Ｊリーグ・アンダー２２選抜,2014,j-22,,25,10,1,459,18,17,1,14,28,20,16,10,5,3,1,0,42,22,161,15.5%,51.2%,(12.0%),(73.4%),(27.8%),(92.9%),(45.0%),(87.5%),4,1,0,437,7,13,3,1,23,16,28,41,2,1,2,0,25,4,143,2.8%,48.8%,(0.0%),(70.0%),(0.0%),(73.9%),(37.5%),(64.3%),,
579,27,1005,長野,0-5,A,佐久,雨,Ｊリーグ・アンダー２２選抜,2014,j-22,,30,12,0,459,15,5,1,10,32,25,25,7,5,1,1,0,49,21,148,20.3%,44.5%,(16.7%),(73.4%),(40.0%),(65.6%),(64.0%),(80.0%),1,0,0,574,5,16,1,0,27,7,36,25,6,1,1,0,27,0,142,0.7%,55.5%,(0.0%),(78.6%),(0.0%),(66.7%),(0.0%),(77.8%),,
580,28,1012,相模原,5-1,A,ギオンス,曇時々晴,Ｊリーグ・アンダー２２選抜,2014,j-22,,13,6,2,610,20,10,0,4,28,18,26,7,1,4,2,0,60,21,133,9.8%,55.5%,(7.7%),(77.2%),(20.0%),(89.3%),(44.4%),(80.8%),10,7,0,413,7,19,4,2,12,12,24,22,8,0,2,1,34,8,127,7.9%,44.5%,(50.0%),(73.4%),(42.9%),(83.3%),(58.3%),(83.3%),,
581,29,1018,福島,0-0,A,とうスタ,晴,Ｊリーグ・アンダー２２選抜,2014,j-22,,8,3,0,602,13,9,2,1,22,8,19,21,3,2,0,0,32,9,139,5.8%,49.9%,(0.0%),(78.9%),(23.1%),(72.7%),(50.0%),(89.5%),5,2,0,566,15,16,2,3,31,11,29,17,6,2,1,0,40,6,146,3.4%,50.1%,(0.0%),(76.0%),(13.3%),(87.1%),(36.4%),(65.5%),,
582,26,1026,YS横浜,1-1,A,ＢＭＷス,曇,Ｊリーグ・アンダー２２選抜,2014,j-22,,13,4,0,429,24,20,1,5,34,22,35,15,4,5,0,0,49,17,158,8.2%,45.7%,(7.7%),(70.4%),(20.8%),(85.3%),(72.7%),(80.0%),6,2,0,494,5,12,5,2,26,11,32,24,3,1,2,0,30,6,148,4.1%,54.3%,(16.7%),(73.7%),(40.0%),(92.3%),(36.4%),(87.5%),,
583,30,1102,琉球,2-4,A,沖縄市陸,晴,Ｊリーグ・アンダー２２選抜,2014,j-22,,15,6,1,331,8,17,0,3,18,16,26,32,4,1,1,0,35,8,129,11.6%,42.2%,(26.7%),(70.4%),(25.0%),(66.7%),(37.5%),(76.9%),12,4,0,507,16,13,1,6,34,20,22,9,5,0,1,0,55,17,143,8.4%,57.8%,(16.7%),(76.9%),(18.8%),(85.3%),(30.0%),(72.7%),,
584,31,1108,金沢,0-3,A,石川西部,曇,Ｊリーグ・アンダー２２選抜,2014,j-22,,21,10,0,313,9,10,2,9,27,16,22,16,7,1,2,0,29,19,137,15.3%,36.3%,(14.3%),(63.9%),(33.3%),(85.2%),(37.5%),(95.5%),3,2,0,645,12,9,1,4,29,8,28,16,1,2,1,0,30,6,132,2.3%,63.7%,(0.0%),(83.3%),(0.0%),(75.9%),(50.0%),(82.1%),,
585,32,1116,鳥取,2-1,A,とりスタ,晴,Ｊリーグ・アンダー２２選抜,2014,j-22,,13,5,0,466,13,10,7,7,32,21,32,19,7,10,2,1,31,14,150,8.7%,53.5%,(7.7%),(67.6%),(0.0%),(75.0%),(52.4%),(75.0%),14,4,0,382,10,11,11,5,28,12,23,20,2,8,2,0,41,14,153,9.2%,46.5%,(14.3%),(63.4%),(20.0%),(75.0%),(33.3%),(95.7%),,
586,33,1123,秋田,1-1,A,Ａ‐スタ,晴,Ｊリーグ・アンダー２２選抜,2014,j-22,,11,3,0,573,12,11,2,5,19,17,29,20,6,1,2,0,27,16,133,8.3%,48.8%,(9.1%),(82.2%),(33.3%),(84.2%),(58.8%),(82.8%),14,3,0,557,11,17,1,4,25,23,23,16,10,1,0,0,47,8,138,10.1%,51.2%,(7.1%),(81.7%),(18.2%),(100.0%),(39.1%),(91.3%),,
587,1,0315,相模原,0-3,A,ギオンス,晴,Ｊリーグ・アンダー２２選抜,2015,j-22,,18,7,0,446,29,12,4,7,27,16,33,16,5,3,0,0,38,22,169,10.7%,52%,(16.7%),(72.0%),(31.0%),(85.2%),(50.0%),(63.6%),9,3,0,473,11,9,3,2,31,9,37,28,4,4,4,1,26,11,152,5.9%,48%,(0.0%),(74.0%),(36.4%),(77.4%),(44.4%),(81.1%),,
588,2,0321,山口,0-8,A,維新公園,晴,Ｊリーグ・アンダー２２選抜,2015,j-22,,19,12,0,540,14,19,3,6,26,9,32,12,0,3,1,0,33,21,156,12.2%,51.9%,(42.1%),(75.4%),(14.3%),(84.6%),(44.4%),(68.8%),4,1,0,499,7,15,3,0,21,17,33,14,3,1,4,1,25,4,139,2.9%,48.1%,(0.0%),(72.3%),(0.0%),(85.7%),(23.5%),(84.8%),,
589,3,0329,琉球,1-2,A,沖縄県陸,晴,Ｊリーグ・アンダー２２選抜,2015,j-22,,14,5,0,414,18,8,4,4,34,17,34,18,4,2,3,0,38,15,146,9.6%,45.9%,(14.3%),(67.9%),(38.9%),(79.4%),(35.3%),(85.3%),9,4,0,559,11,14,2,2,36,16,29,18,2,4,0,1,41,9,153,5.9%,54.1%,(11.1%),(75.3%),(9.1%),(83.3%),(68.8%),(89.7%),,
590,4,0405,鳥取,0-2,A,とりスタ,雨,Ｊリーグ・アンダー２２選抜,2015,j-22,,17,8,0,278,15,15,4,9,24,9,29,21,3,4,0,0,25,14,156,10.9%,34.5%,(11.8%),(59.4%),(20.0%),(62.5%),(44.4%),(86.2%),12,2,0,661,12,11,4,5,25,21,18,20,2,4,2,0,33,8,143,8.4%,65.5%,(0.0%),(81.5%),(16.7%),(88.0%),(47.6%),(72.2%),,
591,5,0412,盛岡,2-1,A,盛岡南,晴,Ｊリーグ・アンダー２２選抜,2015,j-22,,13,4,0,474,18,9,2,6,35,17,38,9,7,1,1,0,42,15,175,7.4%,47.6%,(7.7%),(67.3%),(33.3%),(57.1%),(58.8%),(89.5%),9,5,0,549,7,9,1,3,31,11,24,36,5,2,1,0,30,12,155,5.8%,52.4%,(22.2%),(73.2%),(0.0%),(80.6%),(27.3%),(75.0%),,
592,6,0419,藤枝,1-1,A,藤枝サ,曇,Ｊリーグ・アンダー２２選抜,2015,j-22,,15,6,0,445,13,4,3,3,36,12,32,18,4,6,0,0,28,10,172,8.7%,47.1%,(6.7%),(63.1%),(15.4%),(83.3%),(41.7%),(75.0%),16,9,0,526,16,9,6,4,40,22,35,25,4,2,0,0,49,19,165,9.7%,52.9%,(6.3%),(70.2%),(12.5%),(80.0%),(68.2%),(65.7%),,
593,7,0426,町田,0-6,A,町田,晴,Ｊリーグ・アンダー２２選抜,2015,j-22,,36,12,0,425,18,13,1,13,30,12,23,14,7,5,0,0,39,28,155,23.2%,49.2%,(16.7%),(74.4%),(33.3%),(83.3%),(75.0%),(87.0%),8,3,0,463,2,6,5,1,25,12,19,30,2,1,0,0,24,7,138,5.8%,50.8%,(0.0%),(75.4%),(50.0%),(72.0%),(66.7%),(89.5%),,
594,8,0429,YS横浜,0-0,A,ニッパツ,曇のち晴,Ｊリーグ・アンダー２２選抜,2015,j-22,,15,4,0,491,10,7,1,6,38,13,33,19,2,4,1,0,28,11,151,9.9%,48.8%,(0.0%),(71.1%),(30.0%),(97.4%),(23.1%),(78.8%),16,1,0,511,11,5,4,7,37,15,35,30,4,0,2,0,51,14,149,10.7%,51.2%,(0.0%),(75.3%),(27.3%),(75.7%),(33.3%),(74.3%),,
595,10,0506,長野,0-2,A,南長野,曇,Ｊリーグ・アンダー２２選抜,2015,j-22,,16,4,1,412,11,18,1,10,27,7,24,31,4,3,0,0,35,17,144,11.1%,46.1%,(12.5%),(69.9%),(36.4%),(48.1%),(57.1%),(70.8%),13,5,0,495,13,8,3,3,21,11,28,32,4,1,3,0,24,13,115,11.3%,53.9%,(0.0%),(76.6%),(30.8%),(52.4%),(45.5%),(82.1%),,
596,11,0510,富山,1-2,A,富山,晴,Ｊリーグ・アンダー２２選抜,2015,j-22,,16,8,0,467,11,15,4,4,34,10,28,25,4,5,1,0,47,16,162,9.9%,47.8%,(12.5%),(68.7%),(36.4%),(73.5%),(30.0%),(75.0%),9,4,0,526,9,12,5,5,27,6,29,27,2,4,2,0,31,6,160,5.6%,52.2%,(11.1%),(71.1%),(11.1%),(66.7%),(33.3%),(75.9%),,
597,12,0517,福島,4-1,A,とうスタ,晴,Ｊリーグ・アンダー２２選抜,2015,j-22,,12,3,1,427,16,15,4,2,24,13,28,33,6,2,1,0,43,8,162,7.4%,44.1%,(8.3%),(67.0%),(25.0%),(79.2%),(30.8%),(75.0%),16,5,0,575,20,12,2,4,25,14,37,25,2,4,2,0,46,14,158,10.1%,55.9%,(25.0%),(75.0%),(30.0%),(72.0%),(71.4%),(83.8%),,
598,13,0524,秋田,0-1,A,Ａ‐スタ,晴,Ｊリーグ・アンダー２２選抜,2015,j-22,,4,1,0,363,10,13,1,7,24,10,18,31,4,5,2,0,18,12,134,3.0%,38%,(25.0%),(71.6%),(10.0%),(83.3%),(50.0%),(72.2%),10,1,0,767,14,13,6,4,25,13,18,22,3,1,2,0,62,8,129,7.8%,62%,(0.0%),(84.6%),(14.3%),(92.0%),(46.2%),(72.2%),,
599,14,0531,山口,0-3,A,下関,曇のち晴,Ｊリーグ・アンダー２２選抜,2015,j-22,,20,7,0,578,17,17,2,5,32,8,26,16,0,7,0,0,41,20,167,12.0%,53.3%,(15.0%),(73.5%),(29.4%),(87.5%),(37.5%),(80.8%),5,0,0,426,8,6,7,2,30,10,28,20,2,2,1,0,24,4,156,3.2%,46.7%,(0.0%),(66.2%),(12.5%),(83.3%),(50.0%),(67.9%),,
600,15,0607,鳥取,1-1,A,とりスタ,曇,Ｊリーグ・アンダー２２選抜,2015,j-22,,15,5,0,335,19,7,0,8,23,18,30,20,5,4,0,0,37,13,131,11.5%,37.6%,(6.7%),(62.7%),(5.3%),(65.2%),(50.0%),(73.3%),18,10,0,706,18,10,4,3,23,10,24,18,2,0,0,0,48,13,130,13.8%,62.4%,(5.6%),(81.2%),(16.7%),(78.3%),(50.0%),(75.0%),,
601,16,0614,琉球,1-2,A,沖縄県陸,晴,Ｊリーグ・アンダー２２選抜,2015,j-22,,16,7,0,585,14,18,2,3,22,14,19,15,1,3,1,0,49,16,115,13.9%,55.5%,(12.5%),(82.6%),(21.4%),(81.8%),(57.1%),(68.4%),11,1,0,470,6,8,3,3,25,12,13,24,2,2,3,0,28,15,106,10.4%,44.5%,(9.1%),(79.8%),(33.3%),(80.0%),(66.7%),(76.9%),,
602,17,0621,富山,0-0,A,富山,雨のち曇,Ｊリーグ・アンダー２２選抜,2015,j-22,,10,1,0,472,15,16,1,5,39,12,25,20,6,1,2,0,35,9,142,7.0%,48.6%,(0.0%),(71.6%),(13.3%),(84.6%),(33.3%),(84.0%),15,1,0,479,13,11,1,5,17,18,28,18,5,1,3,0,42,8,127,11.8%,51.4%,(0.0%),(76.2%),(7.7%),(52.9%),(50.0%),(64.3%),,
603,18,0628,福島,1-1,A,とうスタ,雨,Ｊリーグ・アンダー２２選抜,2015,j-22,,14,2,0,555,15,11,2,3,24,13,29,20,3,5,1,0,41,15,138,10.1%,50.8%,(7.1%),(75.9%),(33.3%),(79.2%),(53.8%),(79.3%),7,3,1,543,11,13,5,1,23,14,34,17,1,2,3,1,40,8,133,5.3%,49.2%,(14.3%),(78.6%),(18.2%),(78.3%),(35.7%),(76.5%),,
604,19,0705,盛岡,0-5,A,盛岡南,晴,Ｊリーグ・アンダー２２選抜,2015,j-22,,23,10,1,333,18,16,2,7,12,14,18,28,1,3,0,0,50,21,141,16.3%,40.4%,(21.7%),(67.3%),(22.2%),(66.7%),(57.1%),(72.2%),9,1,0,650,11,7,3,4,26,10,21,21,2,2,0,0,38,13,136,6.6%,59.6%,(0.0%),(81.4%),(27.3%),(88.5%),(30.0%),(76.2%),,
605,20,0712,相模原,2-1,A,ギオンス,晴,Ｊリーグ・アンダー２２選抜,2015,j-22,,11,1,0,457,19,13,1,6,28,17,21,11,4,1,3,1,36,12,139,7.9%,51.6%,(9.1%),(72.2%),(15.8%),(85.7%),(52.9%),(71.4%),9,4,0,470,5,14,1,3,29,15,29,13,3,1,1,0,39,12,137,6.6%,48.4%,(22.2%),(76.0%),(0.0%),(72.4%),(33.3%),(72.4%),,
606,21,0719,町田,1-3,A,町田,曇,Ｊリーグ・アンダー２２選抜,2015,j-22,,11,4,0,346,9,17,1,2,29,12,17,22,3,2,1,0,32,10,118,9.3%,43.4%,(27.3%),(70.2%),(33.3%),(96.6%),(41.7%),(64.7%),13,2,0,496,13,10,2,7,37,6,17,14,1,1,2,0,36,10,117,11.1%,56.6%,(7.7%),(79.8%),(15.4%),(78.4%),(66.7%),(64.7%),,
607,22,0726,藤枝,0-2,A,藤枝サ,晴,Ｊリーグ・アンダー２２選抜,2015,j-22,,18,7,1,400,12,14,3,8,30,6,22,14,1,2,0,0,40,15,164,11.0%,50.8%,(11.1%),(64.3%),(16.7%),(83.3%),(83.3%),(72.7%),16,4,0,421,9,11,1,4,27,12,29,27,0,3,3,0,36,14,144,11.1%,49.2%,(0.0%),(71.5%),(44.4%),(92.6%),(58.3%),(65.5%),,
608,24,0802,秋田,0-0,A,Ａ‐スタ,曇,Ｊリーグ・アンダー２２選抜,2015,j-22,,13,3,0,569,17,13,3,6,22,16,18,22,4,3,0,0,32,11,119,10.9%,53.5%,(0.0%),(83.5%),(35.3%),(72.7%),(43.8%),(77.8%),12,2,0,550,12,6,3,5,22,12,8,15,2,2,1,0,47,11,119,10.1%,46.5%,(0.0%),(82.4%),(8.3%),(90.9%),(50.0%),(62.5%),,
609,25,0809,YS横浜,3-0,A,ニッパツ,晴,Ｊリーグ・アンダー２２選抜,2015,j-22,,10,2,0,552,8,7,3,3,22,16,31,14,4,3,1,0,26,8,127,7.9%,49.2%,(0.0%),(78.3%),(25.0%),(90.9%),(31.3%),(77.4%),11,5,0,541,8,10,3,4,26,10,29,9,7,3,0,0,32,7,144,7.6%,50.8%,(27.3%),(79.1%),(25.0%),(76.9%),(40.0%),(89.7%),,
610,26,0816,長野,1-0,A,南長野,晴,Ｊリーグ・アンダー２２選抜,2015,j-22,,12,2,0,423,18,7,2,12,31,16,23,14,3,1,0,0,35,12,127,9.4%,51.2%,(0.0%),(74.2%),(11.1%),(67.7%),(43.8%),(60.9%),12,6,0,390,7,9,1,2,28,7,21,26,0,2,1,0,30,5,120,10.0%,48.8%,(8.3%),(73.3%),(0.0%),(75.0%),(57.1%),(71.4%),,
611,27,0906,琉球,0-6,A,沖縄県陸,雨,Ｊリーグ・アンダー２２選抜,2015,j-22,,20,11,1,611,15,9,0,3,21,8,20,15,3,3,0,0,40,12,127,15.7%,53%,(30.0%),(80.2%),(26.7%),(76.2%),(50.0%),(95.0%),12,1,0,476,14,6,3,5,22,11,14,12,7,0,1,0,36,8,124,9.7%,47%,(0.0%),(77.9%),(0.0%),(77.3%),(54.5%),(64.3%),,
