,節,開催日,相手,スコア,HomeAway,会場,天候,自チーム,年度,team_id,指揮官,H_シュート,H_枠内シュート,H_PKによるシュート,H_パス,H_クロス,H_直接ＦＫ,H_間接ＦＫ,H_ＣＫ,H_スローイン,H_ドリブル,H_タックル,H_クリア,H_インターセプト,H_オフサイド,H_警告,H_退場,H_３０ｍライン進入,H_ペナルティエリア進入,H_攻撃回数,H_チャンス構築率,H_ボール支配率,H_シュート成功率,H_パス成功率,H_クロス成功率,H_スローイン成功率,H_ドリブル成功率,H_タックル成功率,A_シュート,A_枠内シュート,A_PKによるシュート,A_パス,A_クロス,A_直接ＦＫ,A_間接ＦＫ,A_ＣＫ,A_スローイン,A_ドリブル,A_タックル,A_クリア,A_インターセプト,A_オフサイド,A_警告,A_退場,A_３０ｍライン進入,A_ペナルティエリア進入,A_攻撃回数,A_チャンス構築率,A_ボール支配率,A_シュート成功率,A_パス成功率,A_クロス成功率,A_スローイン成功率,A_ドリブル成功率,A_タックル成功率,A_ゴール期待値,H_ゴール期待値,A_スプリント,A_総走行距離,H_スプリント,H_総走行距離
5494,25,0720,山形,2-1,A,ＮＤスタ,晴れ,ファジアーノ岡山,2013,okay,,19,3,0,497,17,11,5,3,27,17,26,16,0,3,4,0,40,14,140,13.6%,56.2%,(5.3%),(71.4%),(5.9%),(92.6%),(52.9%),(80.8%),6,2,0,361,11,15,4,1,25,16,20,36,4,5,1,0,32,7,145,4.1%,43.8%,(33.3%),(64.0%),(18.2%),(88.0%),(43.8%),(70.0%),,,,,,
5495,26,0727,岐阜,1-2,H,カンスタ,晴れ,ファジアーノ岡山,2013,okay,,20,5,0,563,23,16,1,11,21,14,8,9,2,0,0,0,69,17,128,15.6%,61.1%,(5.0%),(80.8%),(21.7%),(90.5%),(57.1%),(75.0%),11,3,0,236,14,9,0,7,22,12,20,40,4,1,3,0,26,12,118,9.3%,38.9%,(18.2%),(61.0%),(28.6%),(54.5%),(41.7%),(60.0%),,,,,,
5496,27,0804,Ｇ大阪,2-3,H,カンスタ,曇り,ファジアーノ岡山,2013,okay,,16,5,0,488,23,10,2,7,18,11,23,16,1,0,0,0,52,13,109,14.7%,45.9%,(12.5%),(79.5%),(8.7%),(100.0%),(72.7%),(69.6%),16,7,0,592,10,6,0,3,20,11,19,28,5,2,0,0,48,11,104,15.4%,54.1%,(18.8%),(84.6%),(40.0%),(95.0%),(72.7%),(84.2%),,,,,,
5497,28,0812,熊本,1-1,A,うまスタ,曇り,ファジアーノ岡山,2013,okay,,18,4,0,541,20,16,2,5,21,12,18,20,5,0,1,0,41,18,134,13.4%,56.4%,(5.6%),(76.5%),(15.0%),(95.2%),(33.3%),(88.9%),9,5,0,383,17,19,1,2,26,13,18,17,3,1,0,0,38,9,136,6.6%,43.6%,(11.1%),(70.5%),(23.5%),(76.9%),(46.2%),(77.8%),,,,,,
5498,29,0818,東京Ｖ,2-0,H,カンスタ,晴れ,ファジアーノ岡山,2013,okay,,19,5,1,344,12,17,1,10,21,13,18,31,1,0,1,0,35,16,119,16.0%,42.7%,(10.5%),(73.5%),(25.0%),(95.2%),(69.2%),(77.8%),6,1,0,486,15,13,0,6,30,11,16,21,3,1,1,0,36,7,118,5.1%,57.3%,(0.0%),(79.8%),(6.7%),(66.7%),(27.3%),(68.8%),,,,,,
5499,30,0821,京都,4-2,A,西京極,曇り,ファジアーノ岡山,2013,okay,,23,3,2,540,29,13,0,10,31,14,23,29,3,1,3,1,59,18,147,15.6%,57%,(8.7%),(76.3%),(17.2%),(93.5%),(64.3%),(78.3%),12,8,1,319,10,11,1,5,23,13,21,46,7,0,2,0,33,11,144,8.3%,43%,(33.3%),(63.6%),(40.0%),(87.0%),(53.8%),(81.0%),,,,,,
5500,31,0825,栃木,1-3,H,カンスタ,晴れ,ファジアーノ岡山,2013,okay,,14,3,0,477,11,7,2,7,32,11,9,29,3,1,2,0,50,13,142,9.9%,51.7%,(7.1%),(74.6%),(18.2%),(96.9%),(63.6%),(66.7%),19,7,0,391,19,14,1,4,34,11,29,29,2,2,2,0,35,17,136,14.0%,48.3%,(15.8%),(69.6%),(31.6%),(64.7%),(72.7%),(75.9%),,,,,,
5501,32,0901,札幌,2-2,A,札幌厚別,晴れのち曇り,ファジアーノ岡山,2013,okay,,22,9,0,443,13,13,3,6,29,14,26,21,5,1,0,0,48,18,157,14.0%,51.1%,(9.1%),(64.6%),(0.0%),(82.8%),(78.6%),(73.1%),13,7,0,402,12,15,1,6,28,17,24,27,8,2,1,0,36,11,150,8.7%,48.9%,(15.4%),(65.7%),(16.7%),(89.3%),(41.2%),(66.7%),,,,,,
5502,33,0915,松本,2-1,H,カンスタ,雨,ファジアーノ岡山,2013,okay,,11,3,0,424,13,12,3,5,24,7,21,27,3,2,0,0,40,8,158,7.0%,52.9%,(18.2%),(61.3%),(7.7%),(54.2%),(28.6%),(76.2%),21,3,0,427,19,12,2,9,34,8,16,15,2,3,1,0,46,26,166,12.7%,47.1%,(4.8%),(57.8%),(31.6%),(76.5%),(62.5%),(56.3%),,,,,,
5503,34,0922,北九州,1-2,A,本城,晴れ,ファジアーノ岡山,2013,okay,,17,5,0,423,6,21,1,4,21,9,28,18,2,0,1,0,32,9,138,12.3%,52.7%,(11.8%),(75.4%),(16.7%),(85.7%),(33.3%),(78.6%),16,8,0,403,18,6,0,6,17,13,23,19,6,1,4,0,41,17,132,12.1%,47.3%,(6.3%),(72.5%),(16.7%),(88.2%),(38.5%),(69.6%),,,,,,
5504,35,0929,千葉,3-0,H,カンスタ,晴れ,ファジアーノ岡山,2013,okay,,12,6,0,317,11,8,1,5,20,4,21,18,6,1,0,0,28,13,138,8.7%,35.7%,(25.0%),(66.6%),(27.3%),(65.0%),(50.0%),(85.7%),18,5,0,762,28,13,1,6,26,8,13,12,1,1,3,0,60,20,145,12.4%,64.3%,(0.0%),(83.3%),(25.0%),(92.3%),(62.5%),(69.2%),,,,,,
5505,36,1006,長崎,1-1,A,長崎県立,晴れ,ファジアーノ岡山,2013,okay,,21,4,0,331,15,16,0,5,31,12,19,32,2,3,3,0,37,22,137,15.3%,52%,(4.8%),(59.8%),(46.7%),(67.7%),(58.3%),(68.4%),13,4,0,293,13,20,3,3,35,11,19,30,3,0,4,0,31,13,139,9.4%,48%,(7.7%),(53.9%),(23.1%),(74.3%),(45.5%),(63.2%),,,,,,
5506,37,1020,愛媛,1-1,H,カンスタ,雨,ファジアーノ岡山,2013,okay,,15,2,0,488,20,18,1,4,25,11,24,12,3,5,2,0,49,15,152,9.9%,52.5%,(6.7%),(72.3%),(20.0%),(72.0%),(45.5%),(87.5%),12,2,0,430,8,17,5,2,24,12,25,24,1,1,3,0,43,11,152,7.9%,47.5%,(8.3%),(70.0%),(0.0%),(91.7%),(41.7%),(72.0%),,,,,,
5507,38,1027,群馬,1-2,A,正田スタ,晴れ,ファジアーノ岡山,2013,okay,,10,5,0,356,10,17,3,5,28,10,26,31,4,1,4,0,32,8,136,7.4%,47%,(20.0%),(63.2%),(20.0%),(67.9%),(30.0%),(80.8%),10,2,0,507,10,16,1,4,25,10,24,20,1,3,1,0,28,9,135,7.4%,53%,(10.0%),(72.6%),(30.0%),(96.0%),(30.0%),(75.0%),,,,,,
5508,39,1103,鳥取,2-0,H,カンスタ,雨,ファジアーノ岡山,2013,okay,,14,4,0,481,19,13,2,4,33,14,22,29,2,2,0,0,37,11,146,9.6%,55.8%,(14.3%),(70.5%),(31.6%),(87.9%),(42.9%),(68.2%),20,4,0,361,28,14,2,7,30,15,23,19,7,2,2,0,38,15,152,13.2%,44.2%,(0.0%),(61.8%),(17.9%),(73.3%),(40.0%),(78.3%),,,,,,
5509,40,1110,徳島,0-2,A,鳴門大塚,雨,ファジアーノ岡山,2013,okay,,15,5,0,468,18,10,3,6,28,8,23,16,0,0,1,0,48,17,139,10.8%,51%,(13.3%),(72.0%),(11.1%),(89.3%),(25.0%),(82.6%),7,1,0,492,10,13,1,4,19,10,12,34,3,4,2,0,43,9,131,5.3%,49%,(0.0%),(72.6%),(20.0%),(100.0%),(30.0%),(58.3%),,,,,,
5510,41,1117,富山,1-3,H,カンスタ,雨,ファジアーノ岡山,2013,okay,,22,8,0,538,22,15,1,10,32,11,17,22,4,5,1,0,46,21,150,14.7%,50.2%,(4.5%),(73.2%),(22.7%),(90.6%),(45.5%),(100.0%),18,7,0,472,16,12,4,8,16,18,19,24,6,1,1,0,40,19,142,12.7%,49.8%,(16.7%),(74.2%),(25.0%),(93.8%),(55.6%),(78.9%),,,,,,
5511,42,1124,福岡,0-2,A,レベスタ,晴れ,ファジアーノ岡山,2013,okay,,14,5,0,508,13,17,2,3,30,13,25,30,0,0,3,0,36,13,143,9.8%,51.8%,(14.3%),(75.6%),(30.8%),(73.3%),(46.2%),(76.0%),12,4,0,489,9,15,1,6,23,18,22,15,5,2,2,0,42,11,141,8.5%,48.2%,(0.0%),(72.0%),(33.3%),(100.0%),(33.3%),(77.3%),,,,,,
5512,1,0302,富山,0-0,H,カンスタ,晴,ファジアーノ岡山,2014,okay,,12,6,0,575,19,12,0,2,31,17,19,16,6,3,1,0,38,10,168,7.1%,50.3%,(0.0%),(69.7%),(15.8%),(83.9%),(47.1%),(84.2%),17,3,0,584,22,9,3,1,28,18,31,23,4,0,1,0,56,20,157,10.8%,49.7%,(0.0%),(70.2%),(4.5%),(85.7%),(72.2%),(58.1%),,,,,,
5513,2,0309,千葉,0-1,A,フクアリ,晴,ファジアーノ岡山,2014,okay,,16,4,0,567,23,17,1,4,24,9,26,17,5,2,0,0,60,13,140,11.4%,52.6%,(6.3%),(77.4%),(8.7%),(91.7%),(33.3%),(69.2%),9,3,0,544,13,5,2,2,20,10,25,22,5,1,2,0,35,3,129,7.0%,47.4%,(0.0%),(77.2%),(7.7%),(85.0%),(40.0%),(76.0%),,,,,,
5514,3,0316,群馬,1-2,H,カンスタ,晴,ファジアーノ岡山,2014,okay,,15,3,0,551,20,12,0,2,27,16,24,18,2,0,1,0,40,5,152,9.9%,49.9%,(6.7%),(73.7%),(15.0%),(92.6%),(50.0%),(87.5%),10,2,0,456,14,16,1,3,21,13,28,20,5,0,1,0,36,13,148,6.8%,50.1%,(20.0%),(73.5%),(50.0%),(61.9%),(30.8%),(82.1%),,,,,,
5515,4,0322,水戸,1-0,A,Ｋｓスタ,晴,ファジアーノ岡山,2014,okay,,14,3,0,783,27,11,0,4,26,15,19,17,3,4,0,0,75,19,134,10.4%,65.3%,(0.0%),(81.9%),(14.8%),(88.5%),(33.3%),(73.7%),10,4,0,344,12,13,4,3,24,8,24,32,3,0,1,0,26,8,125,8.0%,34.7%,(10.0%),(66.3%),(16.7%),(66.7%),(50.0%),(66.7%),,,,,,
5516,5,0330,大分,1-1,H,カンスタ,曇,ファジアーノ岡山,2014,okay,,15,5,0,363,13,18,1,4,31,17,19,24,4,4,3,0,31,16,143,10.5%,43.7%,(6.7%),(67.8%),(7.7%),(80.6%),(41.2%),(84.2%),14,3,0,490,18,14,4,7,32,7,12,27,2,1,1,0,48,18,146,9.6%,56.3%,(7.1%),(74.5%),(5.6%),(87.5%),(42.9%),(75.0%),,,,,,
5517,6,0405,湘南,0-2,A,ＢＭＷス,晴,ファジアーノ岡山,2014,okay,,34,9,0,372,31,17,4,7,24,13,21,16,5,1,1,0,67,27,141,24.1%,49.1%,(5.9%),(67.2%),(25.8%),(95.8%),(53.8%),(85.7%),7,1,0,389,16,17,1,3,22,15,16,32,3,3,2,0,27,8,136,5.1%,50.9%,(0.0%),(67.4%),(18.8%),(86.4%),(40.0%),(56.3%),,,,,,
5518,7,0413,東京Ｖ,1-0,A,国立,曇,ファジアーノ岡山,2014,okay,,22,8,0,462,21,28,2,4,26,17,18,27,1,2,1,0,49,12,155,14.2%,47.8%,(0.0%),(70.8%),(14.3%),(84.6%),(64.7%),(83.3%),10,4,0,460,11,17,3,7,26,14,20,38,4,2,3,0,27,13,148,6.8%,52.2%,(10.0%),(73.5%),(0.0%),(88.5%),(35.7%),(70.0%),,,,,,
5519,8,0420,北九州,0-3,H,カンスタ,曇,ファジアーノ岡山,2014,okay,,16,2,0,574,37,6,2,7,25,34,12,18,1,1,2,0,58,19,133,12.0%,58.3%,(0.0%),(77.5%),(18.9%),(88.0%),(70.6%),(75.0%),15,7,0,369,9,18,1,4,13,14,21,51,3,2,0,0,31,13,139,10.8%,41.7%,(20.0%),(69.6%),(44.4%),(76.9%),(57.1%),(85.7%),,,,,,
5520,9,0426,札幌,2-0,H,カンスタ,曇,ファジアーノ岡山,2014,okay,,20,7,0,434,13,11,1,4,28,17,23,48,7,0,0,0,41,20,148,13.5%,47.7%,(10.0%),(73.7%),(23.1%),(82.1%),(52.9%),(95.7%),23,4,0,471,20,14,0,12,27,14,24,19,3,1,2,1,38,18,159,14.5%,52.3%,(0.0%),(73.5%),(25.0%),(96.3%),(57.1%),(83.3%),,,,,,
5521,10,0429,山形,2-0,A,ＮＤスタ,晴,ファジアーノ岡山,2014,okay,,19,2,0,516,20,10,2,8,40,15,29,19,6,2,1,0,49,22,159,11.9%,55.6%,(0.0%),(68.6%),(20.0%),(87.5%),(60.0%),(82.8%),11,5,0,387,9,9,2,5,38,22,23,43,3,2,0,0,34,10,151,7.3%,44.4%,(18.2%),(61.8%),(11.1%),(60.5%),(31.8%),(82.6%),,,,,,
5522,11,0503,熊本,0-0,A,うまスタ,晴,ファジアーノ岡山,2014,okay,,18,5,0,413,24,20,0,8,26,18,25,36,4,2,1,0,42,22,145,12.4%,46.2%,(0.0%),(67.1%),(20.8%),(73.1%),(72.2%),(80.0%),9,2,0,495,16,16,2,3,41,10,15,32,2,0,2,0,41,14,149,6.0%,53.8%,(0.0%),(75.2%),(18.8%),(61.0%),(50.0%),(86.7%),,,,,,
5523,12,0506,福岡,1-1,H,カンスタ,晴,ファジアーノ岡山,2014,okay,,11,7,0,334,8,9,1,4,24,19,21,37,5,4,0,0,30,13,140,7.9%,40.8%,(9.1%),(62.9%),(12.5%),(75.0%),(47.4%),(81.0%),23,6,0,587,27,12,4,8,35,13,24,17,7,1,3,0,68,24,147,15.6%,59.2%,(4.3%),(75.3%),(7.4%),(80.0%),(61.5%),(66.7%),,,,,,
5524,13,0511,栃木,1-0,A,栃木グ,晴,ファジアーノ岡山,2014,okay,,17,5,0,544,20,12,1,5,33,15,23,12,3,1,3,0,41,20,147,11.6%,53.8%,(0.0%),(73.0%),(10.0%),(78.8%),(66.7%),(78.3%),14,3,0,424,14,12,1,6,19,23,22,35,9,1,0,0,35,19,150,9.3%,46.2%,(7.1%),(70.0%),(14.3%),(84.2%),(43.5%),(86.4%),,,,,,
5525,14,0518,岐阜,2-1,H,カンスタ,晴,ファジアーノ岡山,2014,okay,,14,7,0,371,18,8,1,8,27,22,31,24,1,3,0,0,37,20,144,9.7%,44.8%,(14.3%),(72.0%),(38.9%),(70.4%),(45.5%),(61.3%),12,3,0,590,21,9,3,7,31,5,26,25,1,1,2,0,55,23,144,8.3%,55.2%,(8.3%),(78.6%),(28.6%),(74.2%),(40.0%),(80.8%),,,,,,
5526,15,0524,長崎,2-1,H,カンスタ,晴,ファジアーノ岡山,2014,okay,,10,4,0,453,14,10,0,8,33,22,19,35,1,0,3,0,37,12,152,6.6%,56.2%,(10.0%),(71.3%),(14.3%),(72.7%),(36.4%),(57.9%),10,3,0,355,20,14,0,7,37,9,35,19,3,0,2,0,37,19,161,6.2%,43.8%,(10.0%),(54.1%),(30.0%),(59.5%),(44.4%),(71.4%),,,,,,
5527,16,0531,磐田,1-1,A,ヤマハ,晴,ファジアーノ岡山,2014,okay,,18,3,0,419,15,12,1,6,16,13,24,15,2,2,2,0,41,16,119,15.1%,47.8%,(5.6%),(73.5%),(0.0%),(87.5%),(53.8%),(79.2%),19,5,0,493,10,13,3,5,21,9,21,20,3,1,1,0,36,14,132,14.4%,52.2%,(5.3%),(77.5%),(20.0%),(90.5%),(44.4%),(90.5%),,,,,,
5528,17,0607,松本,0-0,H,カンスタ,晴,ファジアーノ岡山,2014,okay,,20,5,1,495,21,11,3,5,19,23,13,28,3,3,0,0,48,19,129,15.5%,57.9%,(0.0%),(72.9%),(23.8%),(78.9%),(56.5%),(92.3%),16,2,0,327,12,9,4,7,33,8,16,22,2,3,2,0,34,17,137,11.7%,42.1%,(0.0%),(60.9%),(16.7%),(48.5%),(37.5%),(87.5%),,,,,,
5529,18,0614,愛媛,3-2,A,ニンスタ,曇,ファジアーノ岡山,2014,okay,,13,5,0,518,20,9,0,7,33,13,27,19,3,1,4,0,50,18,151,8.6%,50.2%,(15.4%),(73.2%),(25.0%),(87.9%),(61.5%),(74.1%),13,5,1,507,20,16,1,2,24,18,35,35,4,0,1,0,32,16,139,9.4%,49.8%,(23.1%),(74.6%),(45.0%),(87.5%),(66.7%),(82.9%),,,,,,
5530,19,0621,横浜FC,0-0,H,カンスタ,雨,ファジアーノ岡山,2014,okay,,15,3,0,388,10,15,1,9,25,15,14,31,4,1,2,0,42,9,135,11.1%,50.9%,(0.0%),(71.1%),(20.0%),(84.0%),(26.7%),(92.9%),15,5,0,359,10,18,1,9,27,10,23,27,4,1,3,0,27,13,131,11.5%,49.1%,(0.0%),(70.8%),(20.0%),(81.5%),(50.0%),(69.6%),,,,,,
5531,20,0628,京都,1-1,A,西京極,曇,ファジアーノ岡山,2014,okay,,9,4,0,495,21,16,6,5,25,17,20,28,3,2,1,0,38,13,149,6.0%,54.8%,(11.1%),(73.1%),(9.5%),(76.0%),(47.1%),(85.0%),11,2,0,409,20,11,2,4,27,15,22,24,5,6,0,0,41,15,152,7.2%,45.2%,(9.1%),(65.0%),(10.0%),(77.8%),(53.3%),(86.4%),,,,,,
5532,21,0705,讃岐,2-2,H,カンスタ,曇,ファジアーノ岡山,2014,okay,,13,2,1,449,16,7,2,4,33,15,21,17,0,1,1,0,47,16,128,10.2%,48.7%,(15.4%),(74.6%),(18.8%),(75.8%),(53.3%),(85.7%),14,5,0,424,7,12,2,2,21,14,16,28,2,2,2,0,26,6,115,12.2%,51.3%,(14.3%),(72.6%),(14.3%),(85.7%),(35.7%),(56.3%),,,,,,
5533,22,0720,福岡,3-2,A,レベスタ,晴,ファジアーノ岡山,2014,okay,,11,5,0,541,7,10,1,7,35,13,21,28,3,0,1,0,42,11,148,7.4%,53.9%,(18.2%),(76.7%),(0.0%),(80.0%),(30.8%),(81.0%),17,8,0,409,16,13,0,3,26,17,34,33,7,1,0,0,31,12,145,11.7%,46.1%,(17.6%),(71.9%),(25.0%),(69.2%),(35.3%),(82.4%),,,,,,
5534,23,0726,栃木,3-1,H,カンスタ,晴,ファジアーノ岡山,2014,okay,,15,8,0,412,19,15,2,2,24,11,19,29,3,4,3,0,35,19,136,11.0%,45.8%,(20.0%),(74.3%),(47.4%),(79.2%),(63.6%),(73.7%),14,2,0,490,11,17,5,6,32,8,20,17,2,2,2,0,56,22,138,10.1%,54.2%,(7.1%),(71.6%),(27.3%),(90.6%),(62.5%),(85.0%),,,,,,
5535,24,0730,岐阜,2-2,A,長良川,晴,ファジアーノ岡山,2014,okay,,14,4,1,402,15,9,5,7,22,15,18,13,2,2,2,1,42,16,122,11.5%,52%,(14.3%),(76.1%),(33.3%),(63.6%),(33.3%),(72.2%),13,5,0,408,13,17,2,5,23,11,16,27,2,5,1,0,27,17,130,10.0%,48%,(15.4%),(75.0%),(0.0%),(87.0%),(72.7%),(81.3%),,,,,,
5536,25,0803,東京Ｖ,2-1,H,カンスタ,雨,ファジアーノ岡山,2014,okay,,20,5,0,601,18,15,2,6,23,11,19,12,5,1,0,0,37,18,135,14.8%,55.5%,(10.0%),(77.0%),(16.7%),(82.6%),(45.5%),(78.9%),11,3,0,447,7,13,1,2,16,13,24,19,7,2,3,0,30,9,132,8.3%,44.5%,(9.1%),(72.5%),(42.9%),(87.5%),(53.8%),(54.2%),,,,,,
5537,26,0810,湘南,0-0,H,カンスタ,曇,ファジアーノ岡山,2014,okay,,13,3,0,426,9,15,1,3,24,11,25,34,5,0,2,0,31,7,136,9.6%,47.6%,(0.0%),(73.7%),(11.1%),(70.8%),(63.6%),(48.0%),23,4,0,528,30,17,0,6,25,10,21,25,3,1,1,0,65,23,137,16.8%,52.4%,(0.0%),(72.5%),(33.3%),(88.0%),(20.0%),(61.9%),,,,,,
5538,27,0817,北九州,1-2,A,本城,晴,ファジアーノ岡山,2014,okay,,11,4,0,334,5,18,0,2,17,1,23,44,2,1,0,0,20,8,125,8.8%,38.8%,(18.2%),(71.3%),(20.0%),(58.8%),(0.0%),(60.9%),16,4,0,620,31,8,1,8,23,16,29,21,3,0,0,0,64,19,127,12.6%,61.2%,(6.3%),(78.7%),(19.4%),(82.6%),(31.3%),(82.8%),,,,,,
5539,28,0824,千葉,1-0,H,カンスタ,雨,ファジアーノ岡山,2014,okay,,20,8,0,417,17,11,4,3,21,10,26,24,2,0,3,0,41,11,126,15.9%,40.2%,(5.0%),(77.0%),(35.3%),(90.5%),(60.0%),(88.5%),12,3,0,658,11,16,0,1,25,15,21,18,4,4,0,0,65,7,132,9.1%,59.8%,(0.0%),(85.3%),(18.2%),(96.0%),(40.0%),(81.0%),,,,,,
5540,29,0831,讃岐,1-2,A,丸亀,曇,ファジアーノ岡山,2014,okay,,12,3,0,188,5,16,1,2,18,9,26,46,4,2,2,0,22,9,124,9.7%,33.7%,(16.7%),(52.1%),(40.0%),(66.7%),(11.1%),(76.9%),15,5,0,616,20,12,2,7,29,15,14,11,0,1,1,0,76,21,135,11.1%,66.3%,(6.7%),(79.9%),(30.0%),(96.6%),(53.3%),(78.6%),,,,,,
5541,30,0906,磐田,1-1,H,カンスタ,雨,ファジアーノ岡山,2014,okay,,17,5,0,472,24,13,1,9,33,20,26,14,3,1,0,0,36,10,153,11.1%,55.3%,(5.9%),(69.3%),(29.2%),(78.8%),(55.0%),(69.2%),16,4,0,341,10,11,1,5,26,8,24,50,1,1,2,0,41,13,144,11.1%,44.7%,(6.3%),(62.8%),(0.0%),(92.3%),(37.5%),(87.5%),,,,,,
5542,31,0914,松本,2-1,A,松本,晴,ファジアーノ岡山,2014,okay,,25,7,0,377,25,17,0,7,33,13,27,15,2,3,2,0,51,22,151,16.6%,51.8%,(4.0%),(56.8%),(36.0%),(75.8%),(38.5%),(81.5%),16,4,0,314,9,15,3,5,29,14,24,33,4,0,1,0,34,11,150,10.7%,48.2%,(12.5%),(53.8%),(0.0%),(65.5%),(42.9%),(66.7%),,,,,,
5543,32,0920,愛媛,1-1,H,カンスタ,曇,ファジアーノ岡山,2014,okay,,8,3,0,391,10,15,2,1,19,10,23,20,0,0,0,0,22,6,138,5.8%,42.2%,(12.5%),(63.7%),(20.0%),(73.7%),(70.0%),(73.9%),22,5,0,557,7,15,1,7,28,9,14,22,5,2,2,0,62,11,150,14.7%,57.8%,(4.5%),(76.7%),(14.3%),(75.0%),(66.7%),(71.4%),,,,,,
5544,33,0923,札幌,1-3,A,札幌ド,屋内,ファジアーノ岡山,2014,okay,,15,4,0,455,8,10,0,6,23,11,30,24,4,0,1,0,44,14,154,9.7%,49.4%,(20.0%),(69.0%),(25.0%),(87.0%),(9.1%),(80.0%),16,5,0,522,9,13,0,5,22,19,17,24,3,0,0,0,44,6,149,10.7%,50.6%,(6.3%),(73.9%),(0.0%),(77.3%),(31.6%),(88.2%),,,,,,
5545,34,0928,水戸,1-1,H,カンスタ,晴,ファジアーノ岡山,2014,okay,,11,1,1,573,17,14,1,1,41,13,19,21,4,2,2,0,41,11,149,7.4%,56.1%,(9.1%),(77.1%),(23.5%),(80.5%),(53.8%),(78.9%),10,1,0,414,11,12,2,1,16,9,33,31,4,1,0,0,43,12,131,7.6%,43.9%,(10.0%),(69.1%),(36.4%),(81.3%),(33.3%),(84.8%),,,,,,
5546,35,1004,長崎,1-1,A,長崎市,晴,ファジアーノ岡山,2014,okay,,15,3,0,508,21,10,2,8,48,16,16,16,3,0,0,0,57,19,159,9.4%,52.2%,(6.7%),(66.1%),(23.8%),(79.2%),(43.8%),(75.0%),6,1,0,407,11,8,0,3,14,12,23,38,2,2,1,0,21,10,137,4.4%,47.8%,(16.7%),(66.1%),(36.4%),(71.4%),(25.0%),(69.6%),,,,,,
5547,36,1011,群馬,2-3,A,正田スタ,晴,ファジアーノ岡山,2014,okay,,14,7,0,367,14,16,6,5,23,13,23,29,1,1,0,0,30,12,130,10.8%,41.4%,(21.4%),(72.2%),(35.7%),(78.3%),(53.8%),(65.2%),19,6,0,590,15,8,1,2,29,16,22,28,4,6,3,0,55,16,118,16.1%,58.6%,(10.5%),(81.2%),(33.3%),(100.0%),(62.5%),(77.3%),,,,,,
5548,37,1019,山形,1-4,H,カンスタ,晴,ファジアーノ岡山,2014,okay,,8,3,0,463,12,14,6,7,30,7,21,20,5,2,2,0,33,8,149,5.4%,52%,(12.5%),(67.4%),(16.7%),(90.0%),(85.7%),(76.2%),18,6,0,415,21,15,2,4,37,15,20,23,4,6,0,0,44,24,156,11.5%,48%,(22.2%),(63.6%),(33.3%),(83.8%),(46.7%),(80.0%),,,,,,
5549,38,1026,大分,0-1,A,大銀ド,晴のち曇,ファジアーノ岡山,2014,okay,,20,4,0,477,32,13,1,9,26,17,13,22,0,1,0,0,56,25,137,14.6%,53.2%,(5.0%),(73.8%),(18.8%),(88.5%),(70.6%),(76.9%),14,4,0,417,20,12,1,4,22,11,25,31,3,1,1,0,43,8,126,11.1%,46.8%,(0.0%),(73.1%),(20.0%),(86.4%),(54.5%),(76.0%),,,,,,
5550,39,1101,京都,2-3,H,カンスタ,曇,ファジアーノ岡山,2014,okay,,12,6,0,387,14,10,1,4,22,6,27,39,4,4,0,0,26,12,146,8.2%,43%,(16.7%),(64.3%),(21.4%),(77.3%),(66.7%),(88.9%),17,5,0,575,42,11,5,10,30,24,14,12,2,1,0,0,60,21,151,11.3%,57%,(17.6%),(71.3%),(19.0%),(83.3%),(37.5%),(71.4%),,,,,,
5551,40,1109,横浜FC,2-0,A,ニッパ球,晴のち曇,ファジアーノ岡山,2014,okay,,20,9,0,540,14,24,3,5,26,16,25,18,4,3,2,0,51,12,154,13.0%,58.7%,(0.0%),(74.6%),(14.3%),(92.3%),(31.3%),(88.0%),12,4,0,379,9,13,3,5,27,5,33,23,2,3,2,0,32,13,143,8.4%,41.3%,(16.7%),(66.2%),(33.3%),(92.6%),(20.0%),(66.7%),,,,,,
5552,41,1115,熊本,1-1,H,カンスタ,晴,ファジアーノ岡山,2014,okay,,16,4,0,379,10,18,4,5,32,14,25,40,4,0,2,0,32,11,168,9.5%,45.7%,(6.3%),(63.9%),(20.0%),(68.8%),(42.9%),(72.0%),15,2,0,459,29,19,0,10,33,15,22,24,5,4,0,0,54,26,169,8.9%,54.3%,(6.7%),(65.1%),(27.6%),(69.7%),(60.0%),(100.0%),,,,,,
5553,42,1123,富山,3-0,A,富山,曇,ファジアーノ岡山,2014,okay,,9,2,0,570,5,12,4,2,25,5,35,21,6,3,3,0,26,8,147,6.1%,46.7%,(0.0%),(75.8%),(0.0%),(92.0%),(60.0%),(68.6%),18,9,0,682,17,12,3,5,20,20,30,9,9,4,0,0,46,21,147,12.2%,53.3%,(16.7%),(78.9%),(17.6%),(80.0%),(50.0%),(90.0%),,,,,,
5554,1,0308,岐阜,3-0,H,Ｃスタ,晴,ファジアーノ岡山,2015,okay,,15,3,0,364,13,15,3,3,27,9,26,25,2,4,2,0,28,18,152,9.9%,41.2%,(20.0%),(62.6%),(38.5%),(77.8%),(33.3%),(76.9%),15,2,0,525,20,13,4,4,43,14,28,21,1,2,1,0,49,15,155,9.7%,58.8%,(0.0%),(72.4%),(20.0%),(76.7%),(42.9%),(78.6%),,,,,,
