,年月日,キックオフ時刻,スタジアム,入場者数,天候,気温,湿度,H_team,H_監督,A_team,A_監督,H_ポジション1,H_選手1,H_ポジション2,H_選手2,H_ポジション3,H_選手3,H_ポジション4,H_選手4,H_ポジション5,H_選手5,H_ポジション6,H_選手6,H_ポジション7,H_選手7,H_ポジション8,H_選手8,H_ポジション9,H_選手9,H_ポジション10,H_選手10,H_ポジション11,H_選手11,A_ポジション1,A_選手1,A_ポジション2,A_選手2,A_ポジション3,A_選手3,A_ポジション4,A_選手4,A_ポジション5,A_選手5,A_ポジション6,A_選手6,A_ポジション7,A_選手7,A_ポジション8,A_選手8,A_ポジション9,A_選手9,A_ポジション10,A_選手10,A_ポジション11,A_選手11,url
24600,20201202,19:03,鳴門・大塚スポーツパーク ポカリスエットスタジアム,"3,057  人",晴,13.6,52,徳島ヴォルティス,リカルド　ロドリゲス,ギラヴァンツ北九州,小林　伸二,GK,上福元　直人,DF,福岡　将太,DF,石井　秀典,DF,田向　泰輝,MF,岩尾　憲,MF,鈴木　徳真,MF,岸本　武流,MF,西谷　和希,MF,渡井　理己,FW,佐藤　晃大,FW,垣田　裕暉,GK,永井　堅梧,DF,村松　航太,DF,藤原　奏哉,DF,生駒　仁,DF,永田　拓也,MF,佐藤　亮,MF,髙橋　大悟,MF,新垣　貴之,MF,國分　伸太郎,MF,針谷　岳晃,FW,鈴木　国友,https://data.j-league.or.jp/SFMS02/?match_card_id=24600
24601,20201202,19:03,タピック県総ひやごんスタジアム,689  人,晴,22.3,67,ＦＣ琉球,樋口　靖洋,ツエーゲン金沢,柳下　正明,GK,ダニー　カルバハル,DF,田中　恵太,DF,鈴木　大誠,DF,福井　諒司,DF,沼田　圭悟,MF,山口　和樹,MF,風間　宏希,MF,市丸　瑞希,MF,河合　秀人,MF,小泉　佳穂,FW,人見　拓哉,GK,石井　綾,DF,長谷川　巧,DF,石尾　崚雅,DF,廣井　友信,DF,渡邊　泰基,MF,島津　頼盛,MF,大橋　尚志,MF,藤村　慶太,MF,ホドルフォ,FW,山根　永遠,FW,杉浦　恭平,https://data.j-league.or.jp/SFMS02/?match_card_id=24601
24602,20201206,14:04,ケーズデンキスタジアム水戸,"3,325  人",晴時々曇,14.4,25,水戸ホーリーホック,秋葉　忠宏,徳島ヴォルティス,リカルド　ロドリゲス,GK,牲川　歩見,DF,住吉　ジェラニレショーン,DF,ンドカ　ボニフェイス,DF,前嶋　洋太,MF,山田　康太,MF,平野　佑一,MF,平塚　悠知,MF,外山　凌,FW,奥田　晃也,FW,中山　仁斗,FW,深堀　隼平,GK,上福元　直人,DF,福岡　将太,DF,内田　航平,DF,田向　泰輝,MF,岩尾　憲,MF,小西　雄大,MF,岸本　武流,MF,西谷　和希,MF,渡井　理己,MF,浜下　瑛,FW,垣田　裕暉,https://data.j-league.or.jp/SFMS02/?match_card_id=24602
24603,20201206,14:03,栃木県グリーンスタジアム,"3,345  人",晴,11.2,60,栃木ＳＣ,田坂　和昭,ザスパクサツ群馬,奥野　僚右,GK,川田　修平,DF,黒﨑　隼人,DF,柳　育崇,DF,田代　雅也,MF,森　俊貴,MF,佐藤　祥,MF,岩間　雄大,MF,溝渕　雄志,FW,有馬　幸太郎,FW,明本　考浩,FW,エスクデロ　競飛王,GK,松原　修平,DF,飯野　七聖,DF,岡村　大八,DF,川上　優樹,DF,舩津　徹也,MF,田中　稔也,MF,岩上　祐三,MF,内田　達也,MF,加藤　潤也,FW,青木　翔大,FW,大前　元紀,https://data.j-league.or.jp/SFMS02/?match_card_id=24603
24604,20201206,14:03,フクダ電子アリーナ,"2,693  人",晴,13.8,48,ジェフユナイテッド千葉,尹　晶煥,ヴァンフォーレ甲府,伊藤　彰,GK,新井　章太,DF,増嶋　竜也,DF,新井　一耀,DF,鳥海　晃司,DF,下平　匠,MF,髙橋　壱晟,MF,田口　泰士,MF,堀米　勇輝,FW,アラン　ピニェイロ,FW,船山　貴之,FW,クレーベ,GK,岡西　宏祐,DF,小柳　達司,DF,今津　佑太,DF,メンデス,DF,内田　健太,MF,小林　岩魚,MF,武田　将平,MF,中村　亮太朗,FW,松田　力,FW,宮崎　純真,FW,金園　英学,https://data.j-league.or.jp/SFMS02/?match_card_id=24604
24605,20201206,14:03,町田ＧＩＯＮスタジアム,"1,960  人",晴,12.8,49,ＦＣ町田ゼルビア,ランコ　ポポヴィッチ,東京ヴェルディ,永井　秀樹,GK,福井　光輝,DF,小田　逸稀,DF,深津　康太,DF,水本　裕貴,DF,奥山　政幸,MF,髙江　麗央,MF,佐野　海舟,MF,吉尾　海夏,MF,平戸　太貴,MF,ジョン　チュングン,FW,安藤　瑞季,GK,マテウス,DF,若狭　大志,DF,高橋　祥平,DF,平　智広,DF,山本　理仁,MF,井出　遥也,MF,藤田　譲瑠チマ,MF,森田　晃樹,MF,井上　潮音,FW,小池　純輝,FW,端戸　仁,https://data.j-league.or.jp/SFMS02/?match_card_id=24605
24606,20201206,14:03,サンプロ　アルウィン,"7,560  人",晴,9.3,42,松本山雅ＦＣ,柴田　峡,アルビレックス新潟,アルベルト,GK,圍　謙太朗,DF,浦田　延尚,DF,橋内　優也,DF,常田　克人,DF,高橋　諒,MF,鈴木　雄斗,MF,久保田　和音,MF,佐藤　和弘,MF,杉本　太郎,FW,阪野　豊史,FW,セルジーニョ,GK,藤田　和輝,DF,早川　史哉,DF,マウロ,DF,田上　大地,DF,堀米　悠斗,MF,矢村　健,MF,高木　善朗,MF,島田　譲,MF,本間　至恩,MF,中島　元彦,FW,鄭　大世,https://data.j-league.or.jp/SFMS02/?match_card_id=24606
24607,20201206,15:04,エコパスタジアム,"6,147  人",晴,17.4,34,ジュビロ磐田,鈴木　政一,大宮アルディージャ,高木　琢也,GK,八田　直樹,DF,大井　健太郎,DF,伊藤　洋輝,DF,山本　義道,MF,大森　晃太郎,MF,山田　大記,MF,松本　昌也,MF,山本　康裕,MF,藤川　虎太朗,MF,遠藤　保仁,FW,中野　誠也,GK,笠原　昂史,DF,山田　将之,DF,山越　康平,DF,西村　慧祐,DF,高山　和真,MF,小島　幹敏,MF,小野　雅史,MF,嶋田　慎太郎,MF,菊地　俊介,MF,黒川　淳史,MF,翁長　聖,https://data.j-league.or.jp/SFMS02/?match_card_id=24607
24608,20201206,13:03,タピック県総ひやごんスタジアム,"1,609  人",曇,22.1,75,ＦＣ琉球,樋口　靖洋,ファジアーノ岡山,有馬　賢二,GK,田口　潤人,DF,田中　恵太,DF,李　栄直,DF,岡﨑　亮平,DF,沼田　圭悟,MF,風間　宏矢,MF,上里　一将,MF,風間　宏希,MF,河合　秀人,MF,小泉　佳穂,FW,池田　廉,GK,ポープ　ウィリアム,DF,下口　稚葉,DF,濱田　水輝,DF,田中　裕介,DF,徳元　悠平,MF,齊藤　和樹,MF,パウリーニョ,MF,白井　永地,MF,上門　知樹,FW,イ　ヨンジェ,FW,赤嶺　真吾,https://data.j-league.or.jp/SFMS02/?match_card_id=24608
24609,20201206,14:03,維新みらいふスタジアム,"5,072  人",曇時々晴,15.3,53,レノファ山口ＦＣ,霜田　正浩,ギラヴァンツ北九州,小林　伸二,GK,林　瑞輝,DF,川井　歩,DF,サンドロ,DF,ヘナン,DF,安在　和樹,MF,佐藤　健太郎,MF,高　宇洋,MF,池上　丈二,FW,森　晃太,FW,イウリ,FW,高井　和馬,GK,永井　堅梧,DF,福森　健太,DF,村松　航太,DF,生駒　仁,DF,永田　拓也,MF,髙橋　大悟,MF,新垣　貴之,MF,加藤　弘堅,MF,針谷　岳晃,FW,ディサロ　燦シルヴァーノ,FW,鈴木　国友,https://data.j-league.or.jp/SFMS02/?match_card_id=24609
24610,20201206,13:03,ニンジニアスタジアム,"2,324  人",晴,21.0,34,愛媛ＦＣ,川井　健太,京都サンガF.C.,實好　礼忠,GK,岡本　昌弘,DF,茂木　力也,DF,前野　貴徳,MF,川村　拓夢,MF,三原　秀真,MF,田中　裕人,MF,山瀬　功治,MF,森谷　賢太郎,MF,長沼　洋一,FW,吉田　眞紀人,FW,丹羽　詩温,GK,清水　圭介,DF,黒木　恭平,DF,本多　勇喜,DF,ヨルディ　バイス,DF,森脇　良太,MF,庄司　悦大,MF,仙頭　啓矢,MF,福岡　慎平,MF,上月　壮一郎,FW,ピーター　ウタカ,FW,宮吉　拓実,https://data.j-league.or.jp/SFMS02/?match_card_id=24610
24611,20201206,14:03,ベスト電器スタジアム,"5,835  人",晴,15.3,48,アビスパ福岡,長谷部　茂利,ツエーゲン金沢,柳下　正明,GK,セランテス,DF,エミル　サロモンソン,DF,輪湖　直樹,DF,ドウグラス　グローリ,DF,上島　拓巳,MF,前　寛之,MF,重廣　卓也,MF,増山　朝陽,MF,石津　大介,FW,フアンマ　デルガド,FW,遠野　大弥,GK,白井　裕人,DF,高安　孝幸,DF,石尾　崚雅,DF,廣井　友信,DF,渡邊　泰基,MF,島津　頼盛,MF,大橋　尚志,MF,藤村　慶太,MF,ホドルフォ,FW,杉浦　恭平,FW,加藤　陸次樹,https://data.j-league.or.jp/SFMS02/?match_card_id=24611
24612,20201206,14:03,トランスコスモススタジアム長崎,"6,833  人",晴,16.6,53,Ｖ・ファーレン長崎,手倉森　誠,モンテディオ山形,石丸　清隆,GK,徳重　健太,DF,毎熊　晟矢,DF,角田　誠,DF,二見　宏志,MF,大竹　洋平,MF,カイオ　セザール,MF,磯村　亮太,MF,秋野　央樹,MF,氣田　亮真,FW,富樫　敬真,FW,エジガル　ジュニオ,GK,藤嶋　栄介,DF,山田　拓巳,DF,熊本　雄太,DF,野田　裕喜,MF,加藤　大樹,MF,南　秀仁,MF,小松　駿太,MF,松本　怜大,FW,渡邊　凌磨,FW,ヴィニシウス　アラウージョ,FW,前川　大河,https://data.j-league.or.jp/SFMS02/?match_card_id=24612
24613,20201213,14:03,ＮＤソフトスタジアム山形,"4,561  人",曇時々雨,4.4,73,モンテディオ山形,石丸　清隆,ファジアーノ岡山,有馬　賢二,GK,藤嶋　栄介,DF,山田　拓巳,DF,半田　陸,DF,野田　裕喜,MF,加藤　大樹,MF,南　秀仁,MF,中村　駿,MF,小野田　将人,FW,渡邊　凌磨,FW,ヴィニシウス　アラウージョ,FW,前川　大河,GK,ポープ　ウィリアム,DF,椋原　健太,DF,田中　裕介,DF,阿部　海大,DF,徳元　悠平,MF,齊藤　和樹,MF,白井　永地,MF,パウリーニョ,MF,上田　康太,MF,上門　知樹,FW,山本　大貴,https://data.j-league.or.jp/SFMS02/?match_card_id=24613
24614,20201213,14:03,ＮＡＣＫ５スタジアム大宮,"3,447  人",晴のち曇,13.5,33,大宮アルディージャ,高木　琢也,レノファ山口ＦＣ,霜田　正浩,GK,笠原　昂史,DF,山田　将之,DF,畑尾　大翔,DF,河本　裕之,DF,山越　康平,MF,小島　幹敏,MF,小野　雅史,MF,奥抜　侃志,MF,菊地　俊介,MF,黒川　淳史,MF,翁長　聖,GK,林　瑞輝,DF,眞鍋　旭輝,DF,ヘナン,DF,安在　和樹,MF,川井　歩,MF,佐藤　健太郎,MF,田中　陸,MF,高　宇洋,MF,田中　パウロ淳一,MF,池上　丈二,FW,高井　和馬,https://data.j-league.or.jp/SFMS02/?match_card_id=24614
24615,20201213,14:03,味の素スタジアム,"4,754  人",晴のち曇,14.5,38,東京ヴェルディ,永井　秀樹,Ｖ・ファーレン長崎,手倉森　誠,GK,マテウス,DF,若狭　大志,DF,馬場　晴也,DF,平　智広,DF,福村　貴幸,MF,佐藤　優平,MF,藤田　譲瑠チマ,MF,森田　晃樹,MF,新井　瑞希,FW,小池　純輝,FW,端戸　仁,GK,徳重　健太,DF,毎熊　晟矢,DF,角田　誠,DF,二見　宏志,DF,米田　隼也,MF,大竹　洋平,MF,カイオ　セザール,MF,秋野　央樹,MF,氣田　亮真,FW,ルアン,FW,富樫　敬真,https://data.j-league.or.jp/SFMS02/?match_card_id=24615
24616,20201213,14:03,町田ＧＩＯＮスタジアム,"2,038  人",晴,14.6,45,ＦＣ町田ゼルビア,ランコ　ポポヴィッチ,水戸ホーリーホック,秋葉　忠宏,GK,福井　光輝,DF,小田　逸稀,DF,深津　康太,DF,水本　裕貴,DF,奥山　政幸,MF,髙江　麗央,MF,佐野　海舟,MF,吉尾　海夏,MF,平戸　太貴,MF,ジョン　チュングン,FW,安藤　瑞季,GK,牲川　歩見,DF,住吉　ジェラニレショーン,DF,ンドカ　ボニフェイス,DF,鈴木　喜丈,MF,前嶋　洋太,MF,平塚　悠知,MF,森　勇人,MF,外山　凌,FW,松崎　快,FW,中山　仁斗,FW,深堀　隼平,https://data.j-league.or.jp/SFMS02/?match_card_id=24616
24617,20201213,14:03,山梨中銀スタジアム,"4,682  人",晴のち曇,15.6,28,ヴァンフォーレ甲府,伊藤　彰,松本山雅ＦＣ,柴田　峡,GK,岡西　宏祐,DF,橋爪　勇樹,DF,小柳　達司,DF,中塩　大貴,DF,内田　健太,MF,新井　涼平,MF,中村　亮太朗,MF,武田　将平,MF,中山　陸,FW,松田　力,FW,ドゥドゥ,GK,圍　謙太朗,DF,大野　佑哉,DF,橋内　優也,DF,常田　克人,DF,高橋　諒,MF,鈴木　雄斗,MF,塚川　孝輝,MF,佐藤　和弘,MF,久保田　和音,FW,阪野　豊史,FW,セルジーニョ,https://data.j-league.or.jp/SFMS02/?match_card_id=24617
24618,20201213,15:13,デンカビッグスワンスタジアム,"7,625  人",雨,5.4,65,アルビレックス新潟,アルベルト,ザスパクサツ群馬,奥野　僚右,GK,藤田　和輝,DF,田上　大地,DF,マウロ,DF,舞行龍ジェームズ,DF,早川　史哉,MF,高木　善朗,MF,島田　譲,MF,中島　元彦,MF,本間　至恩,MF,堀米　悠斗,FW,鄭　大世,GK,松原　修平,DF,飯野　七聖,DF,岡村　大八,DF,渡辺　広大,DF,平尾　壮,MF,田中　稔也,MF,岩上　祐三,MF,内田　達也,MF,加藤　潤也,FW,林　陵平,FW,大前　元紀,https://data.j-league.or.jp/SFMS02/?match_card_id=24618
24619,20201213,14:03,石川県西部緑地公園陸上競技場,"2,237  人",曇,10.3,64,ツエーゲン金沢,柳下　正明,栃木ＳＣ,田坂　和昭,GK,白井　裕人,DF,高安　孝幸,DF,石尾　崚雅,DF,廣井　友信,DF,渡邊　泰基,MF,島津　頼盛,MF,大橋　尚志,MF,藤村　慶太,MF,ホドルフォ,FW,山根　永遠,FW,加藤　陸次樹,GK,塩田　仁史,DF,黒﨑　隼人,DF,柳　育崇,DF,田代　雅也,MF,森　俊貴,MF,佐藤　祥,MF,岩間　雄大,MF,溝渕　雄志,FW,山本　廉,FW,矢野　貴章,FW,明本　考浩,https://data.j-league.or.jp/SFMS02/?match_card_id=24619
24620,20201213,14:05,鳴門・大塚スポーツパーク ポカリスエットスタジアム,"6,328  人",曇,12.8,31,徳島ヴォルティス,リカルド　ロドリゲス,ジェフユナイテッド千葉,尹　晶煥,GK,上福元　直人,DF,内田　航平,DF,福岡　将太,DF,田向　泰輝,MF,岩尾　憲,MF,小西　雄大,MF,鈴木　徳真,MF,岸本　武流,MF,西谷　和希,MF,垣田　裕暉,FW,佐藤　晃大,GK,新井　章太,DF,増嶋　竜也,DF,新井　一耀,DF,鳥海　晃司,DF,下平　匠,MF,熊谷　アンドリュー,MF,田口　泰士,MF,堀米　勇輝,FW,アラン　ピニェイロ,FW,船山　貴之,FW,クレーベ,https://data.j-league.or.jp/SFMS02/?match_card_id=24620
24621,20201213,14:02,ベスト電器スタジアム,"7,182  人",曇のち晴,13.1,41,アビスパ福岡,長谷部　茂利,京都サンガF.C.,實好　礼忠,GK,セランテス,DF,湯澤　聖人,DF,エミル　サロモンソン,DF,カルロス　グティエレス,DF,上島　拓巳,MF,前　寛之,MF,重廣　卓也,MF,福満　隆貴,MF,田邉　草民,FW,遠野　大弥,FW,山岸　祐也,GK,清水　圭介,DF,飯田　貴敬,DF,本多　勇喜,DF,ヨルディ　バイス,DF,上夷　克典,DF,冨田　康平,MF,庄司　悦大,MF,仙頭　啓矢,MF,川﨑　颯太,FW,ピーター　ウタカ,FW,宮吉　拓実,https://data.j-league.or.jp/SFMS02/?match_card_id=24621
24622,20201213,14:01,ミクニワールドスタジアム北九州,"5,645  人",曇,12.7,31,ギラヴァンツ北九州,小林　伸二,ジュビロ磐田,鈴木　政一,GK,永井　堅梧,DF,福森　健太,DF,村松　航太,DF,生駒　仁,DF,永田　拓也,MF,髙橋　大悟,MF,加藤　弘堅,MF,永野　雄大,MF,藤原　奏哉,FW,佐藤　亮,FW,ディサロ　燦シルヴァーノ,GK,杉本　大地,DF,大井　健太郎,DF,小川　大貴,DF,山本　義道,MF,大森　晃太郎,MF,山田　大記,MF,松本　昌也,MF,伊藤　洋輝,MF,山本　康裕,MF,藤川　虎太朗,MF,遠藤　保仁,https://data.j-league.or.jp/SFMS02/?match_card_id=24622
24623,20201213,16:03,タピック県総ひやごんスタジアム,"3,246  人",晴,21.9,54,ＦＣ琉球,樋口　靖洋,愛媛ＦＣ,川井　健太,GK,田口　潤人,DF,田中　恵太,DF,李　栄直,DF,岡﨑　亮平,DF,沼田　圭悟,MF,風間　宏矢,MF,風間　宏希,MF,上里　一将,MF,河合　秀人,MF,小泉　佳穂,FW,池田　廉,GK,岡本　昌弘,DF,茂木　力也,DF,山﨑　浩介,DF,前野　貴徳,MF,小暮　大器,MF,忽那　喬司,MF,森谷　賢太郎,MF,山瀬　功治,MF,横谷　繁,MF,長沼　洋一,FW,丹羽　詩温,https://data.j-league.or.jp/SFMS02/?match_card_id=24623
24624,20201216,19:03,ケーズデンキスタジアム水戸,"1,878  人",晴,-3.1,57,水戸ホーリーホック,秋葉　忠宏,ＦＣ琉球,樋口　靖洋,GK,松井　謙弥,DF,前嶋　洋太,DF,細川　淳矢,DF,ンドカ　ボニフェイス,DF,河野　諒祐,MF,松崎　快,MF,平野　佑一,MF,乾　貴哉,MF,木村　祐志,FW,アレフ　ピットブル,FW,奥田　晃也,GK,田口　潤人,DF,田中　恵太,DF,李　栄直,DF,知念　哲矢,DF,沼田　圭悟,MF,風間　宏希,MF,市丸　瑞希,MF,風間　宏矢,MF,河合　秀人,MF,小泉　佳穂,FW,池田　廉,https://data.j-league.or.jp/SFMS02/?match_card_id=24624
24625,20201216,19:03,カンセキスタジアムとちぎ,"4,486  人",晴,-1.0,68,栃木ＳＣ,田坂　和昭,ジェフユナイテッド千葉,尹　晶煥,GK,塩田　仁史,DF,黒﨑　隼人,DF,柳　育崇,DF,田代　雅也,MF,大島　康樹,MF,岩間　雄大,MF,山本　廉,MF,森　俊貴,FW,明本　考浩,FW,矢野　貴章,FW,エスクデロ　競飛王,GK,新井　章太,DF,ゲリア,DF,新井　一耀,DF,鳥海　晃司,DF,下平　匠,MF,小島　秀仁,MF,髙橋　壱晟,MF,矢田　旭,MF,為田　大貴,MF,工藤　浩平,FW,川又　堅碁,https://data.j-league.or.jp/SFMS02/?match_card_id=24625
24626,20201216,19:03,正田醤油スタジアム群馬,"1,274  人",晴,3.3,52,ザスパクサツ群馬,奥野　僚右,ファジアーノ岡山,有馬　賢二,GK,松原　修平,DF,飯野　七聖,DF,岡村　大八,DF,川上　優樹,DF,舩津　徹也,MF,田中　稔也,MF,岩上　祐三,MF,宮阪　政樹,MF,加藤　潤也,FW,青木　翔大,FW,大前　元紀,GK,金山　隼樹,DF,下口　稚葉,DF,濱田　水輝,DF,阿部　海大,DF,徳元　悠平,MF,関戸　健二,MF,パウリーニョ,MF,白井　永地,MF,上門　知樹,FW,齊藤　和樹,FW,山本　大貴,https://data.j-league.or.jp/SFMS02/?match_card_id=24626
24627,20201216,19:03,サンプロ　アルウィン,"2,596  人",雪,-3.3,68,松本山雅ＦＣ,柴田　峡,東京ヴェルディ,永井　秀樹,GK,圍　謙太朗,DF,浦田　延尚,DF,橋内　優也,DF,常田　克人,DF,高橋　諒,MF,鈴木　雄斗,MF,久保田　和音,MF,佐藤　和弘,MF,杉本　太郎,FW,髙木　彰人,FW,阪野　豊史,GK,マテウス,DF,若狭　大志,DF,馬場　晴也,DF,平　智広,MF,山本　理仁,MF,藤田　譲瑠チマ,MF,井出　遥也,MF,奈良輪　雄太,MF,森田　晃樹,MF,井上　潮音,FW,山下　諒也,https://data.j-league.or.jp/SFMS02/?match_card_id=24627
24628,20201216,19:03,エコパスタジアム,"2,619  人",晴,4.7,39,ジュビロ磐田,鈴木　政一,ＦＣ町田ゼルビア,ランコ　ポポヴィッチ,GK,杉本　大地,DF,大井　健太郎,DF,小川　大貴,DF,山本　義道,MF,上原　力也,MF,大森　晃太郎,MF,山田　大記,MF,松本　昌也,MF,伊藤　洋輝,MF,山本　康裕,FW,小川　航基,GK,福井　光輝,DF,小田　逸稀,DF,深津　康太,DF,水本　裕貴,DF,奥山　政幸,MF,髙江　麗央,MF,佐野　海舟,MF,吉尾　海夏,MF,平戸　太貴,MF,ジョン　チュングン,FW,安藤　瑞季,https://data.j-league.or.jp/SFMS02/?match_card_id=24628
24629,20201216,19:03,サンガスタジアム　ｂｙ　ＫＹＯＣＥＲＡ,"2,090  人",晴,2.8,63,京都サンガF.C.,實好　礼忠,ツエーゲン金沢,柳下　正明,GK,若原　智哉,DF,飯田　貴敬,DF,黒木　恭平,DF,ヨルディ　バイス,DF,森脇　良太,MF,庄司　悦大,MF,仙頭　啓矢,MF,福岡　慎平,MF,黒木　聖仁,FW,ピーター　ウタカ,FW,宮吉　拓実,GK,石井　綾,DF,長谷川　巧,DF,石尾　崚雅,DF,廣井　友信,DF,渡邊　泰基,MF,島津　頼盛,MF,大橋　尚志,MF,藤村　慶太,MF,ホドルフォ,FW,山根　永遠,FW,杉浦　恭平,https://data.j-league.or.jp/SFMS02/?match_card_id=24629
24630,20201216,19:03,維新みらいふスタジアム,"1,040  人",曇一時雪,2.9,47,レノファ山口ＦＣ,霜田　正浩,アルビレックス新潟,アルベルト,GK,林　瑞輝,DF,川井　歩,DF,菊地　光将,DF,ヘナン,DF,安在　和樹,MF,高　宇洋,MF,武岡　優斗,FW,池上　丈二,FW,高井　和馬,FW,梅木　翼,FW,田中　パウロ淳一,GK,藤田　和輝,DF,早川　史哉,DF,マウロ,DF,舞行龍ジェームズ,DF,田上　大地,MF,島田　譲,MF,堀米　悠斗,MF,大本　祐槻,MF,シルビーニョ,MF,本間　至恩,FW,矢村　健,https://data.j-league.or.jp/SFMS02/?match_card_id=24630
24631,20201216,19:03,鳴門・大塚スポーツパーク ポカリスエットスタジアム,"5,529  人",晴,5.7,36,徳島ヴォルティス,リカルド　ロドリゲス,大宮アルディージャ,高木　琢也,GK,上福元　直人,DF,福岡　将太,DF,内田　航平,DF,田向　泰輝,MF,岩尾　憲,MF,鈴木　徳真,MF,小西　雄大,MF,藤田　征也,MF,浜下　瑛,MF,西谷　和希,FW,垣田　裕暉,GK,笠原　昂史,DF,畑尾　大翔,DF,河本　裕之,DF,西村　慧祐,DF,高山　和真,MF,小野　雅史,MF,黒川　淳史,MF,翁長　聖,MF,青木　亮太,MF,奥抜　侃志,FW,戸島　章,https://data.j-league.or.jp/SFMS02/?match_card_id=24631
