ポジション1,選手1,チーム1,監督1,ポジション2,選手2,チーム2,監督2,日付,試合情報
DF,カルフィン　ヨン　ア　ピン,清水エスパルス,アフシン　ゴトビ,DF,カルフィン　ヨン　ア　ピン,ＦＣ東京,ランコ　ポポヴィッチ,2013/07/31,"２０１３Ｊリーグ　ディビジョン１
								 第１８節第１日"
DF,イ　キジェ,清水エスパルス,アフシン　ゴトビ,DF,イ　キジェ,ＦＣ東京,ランコ　ポポヴィッチ,2013/07/31,"２０１３Ｊリーグ　ディビジョン１
								 第１８節第１日"
MF,石毛　秀樹,清水エスパルス,アフシン　ゴトビ,MF,石毛　秀樹,ＦＣ東京,ランコ　ポポヴィッチ,2013/07/31,"２０１３Ｊリーグ　ディビジョン１
								 第１８節第１日"
MF,竹内　涼,清水エスパルス,アフシン　ゴトビ,MF,竹内　涼,ＦＣ東京,ランコ　ポポヴィッチ,2013/07/31,"２０１３Ｊリーグ　ディビジョン１
								 第１８節第１日"
MF,本田　拓也,清水エスパルス,アフシン　ゴトビ,MF,本田　拓也,ＦＣ東京,ランコ　ポポヴィッチ,2013/07/31,"２０１３Ｊリーグ　ディビジョン１
								 第１８節第１日"
MF,村松　大輔,清水エスパルス,アフシン　ゴトビ,MF,村松　大輔,ＦＣ東京,ランコ　ポポヴィッチ,2013/07/31,"２０１３Ｊリーグ　ディビジョン１
								 第１８節第１日"
FW,河井　陽介,清水エスパルス,アフシン　ゴトビ,FW,河井　陽介,ＦＣ東京,ランコ　ポポヴィッチ,2013/07/31,"２０１３Ｊリーグ　ディビジョン１
								 第１８節第１日"
MF,中村　俊輔,横浜Ｆ・マリノス,樋口　靖洋,MF,中村　俊輔,柏レイソル,ネルシーニョ,2013/07/31,"２０１３Ｊリーグ　ディビジョン１
								 第１８節第１日"
MF,齋藤　学,横浜Ｆ・マリノス,樋口　靖洋,MF,齋藤　学,柏レイソル,ネルシーニョ,2013/07/31,"２０１３Ｊリーグ　ディビジョン１
								 第１８節第１日"
FW,マルキーニョス,横浜Ｆ・マリノス,樋口　靖洋,FW,マルキーニョス,柏レイソル,ネルシーニョ,2013/07/31,"２０１３Ｊリーグ　ディビジョン１
								 第１８節第１日"
GK,楢﨑　正剛,名古屋グランパス,ストイコビッチ,GK,楢﨑　正剛,鹿島アントラーズ,トニーニョ　セレーゾ,2013/07/31,"２０１３Ｊリーグ　ディビジョン１
								 第１８節第１日"
DF,田中　隼磨,名古屋グランパス,ストイコビッチ,DF,田中　隼磨,鹿島アントラーズ,トニーニョ　セレーゾ,2013/07/31,"２０１３Ｊリーグ　ディビジョン１
								 第１８節第１日"
DF,田中　マルクス闘莉王,名古屋グランパス,ストイコビッチ,DF,田中　マルクス闘莉王,鹿島アントラーズ,トニーニョ　セレーゾ,2013/07/31,"２０１３Ｊリーグ　ディビジョン１
								 第１８節第１日"
DF,増川　隆洋,名古屋グランパス,ストイコビッチ,DF,増川　隆洋,鹿島アントラーズ,トニーニョ　セレーゾ,2013/07/31,"２０１３Ｊリーグ　ディビジョン１
								 第１８節第１日"
DF,阿部　翔平,名古屋グランパス,ストイコビッチ,DF,阿部　翔平,鹿島アントラーズ,トニーニョ　セレーゾ,2013/07/31,"２０１３Ｊリーグ　ディビジョン１
								 第１８節第１日"
MF,藤本　淳吾,名古屋グランパス,ストイコビッチ,MF,藤本　淳吾,鹿島アントラーズ,トニーニョ　セレーゾ,2013/07/31,"２０１３Ｊリーグ　ディビジョン１
								 第１８節第１日"
MF,中村　直志,名古屋グランパス,ストイコビッチ,MF,中村　直志,鹿島アントラーズ,トニーニョ　セレーゾ,2013/07/31,"２０１３Ｊリーグ　ディビジョン１
								 第１８節第１日"
FW,押谷　祐樹,ファジアーノ岡山,影山　雅永,FW,押谷　祐樹,東京ヴェルディ,三浦　泰年,2014/08/03,"２０１４Ｊリーグ　ディビジョン２
								 第２５節第１日"
FW,久保　裕一,ファジアーノ岡山,影山　雅永,FW,久保　裕一,東京ヴェルディ,三浦　泰年,2014/08/03,"２０１４Ｊリーグ　ディビジョン２
								 第２５節第１日"
GK,秋元　陽太,湘南ベルマーレ,曺　貴裁,GK,秋元　陽太,ジェフユナイテッド千葉,関塚　隆,2014/08/03,"２０１４Ｊリーグ　ディビジョン２
								 第２５節第１日"
DF,遠藤　航,湘南ベルマーレ,曺　貴裁,DF,遠藤　航,ジェフユナイテッド千葉,関塚　隆,2014/08/03,"２０１４Ｊリーグ　ディビジョン２
								 第２５節第１日"
DF,丸山　祐市,湘南ベルマーレ,曺　貴裁,DF,丸山　祐市,ジェフユナイテッド千葉,関塚　隆,2014/08/03,"２０１４Ｊリーグ　ディビジョン２
								 第２５節第１日"
DF,三竿　雄斗,湘南ベルマーレ,曺　貴裁,DF,三竿　雄斗,ジェフユナイテッド千葉,関塚　隆,2014/08/03,"２０１４Ｊリーグ　ディビジョン２
								 第２５節第１日"
MF,藤田　征也,湘南ベルマーレ,曺　貴裁,MF,藤田　征也,ジェフユナイテッド千葉,関塚　隆,2014/08/03,"２０１４Ｊリーグ　ディビジョン２
								 第２５節第１日"
MF,菊地　俊介,湘南ベルマーレ,曺　貴裁,MF,菊地　俊介,ジェフユナイテッド千葉,関塚　隆,2014/08/03,"２０１４Ｊリーグ　ディビジョン２
								 第２５節第１日"
MF,岩尾　憲,湘南ベルマーレ,曺　貴裁,MF,岩尾　憲,ジェフユナイテッド千葉,関塚　隆,2014/08/03,"２０１４Ｊリーグ　ディビジョン２
								 第２５節第１日"
MF,亀川　諒史,湘南ベルマーレ,曺　貴裁,MF,亀川　諒史,ジェフユナイテッド千葉,関塚　隆,2014/08/03,"２０１４Ｊリーグ　ディビジョン２
								 第２５節第１日"
GK,畑　実,ロアッソ熊本,小野　剛,GK,畑　実,ザスパクサツ群馬,秋葉　忠宏,2014/08/03,"２０１４Ｊリーグ　ディビジョン２
								 第２５節第１日"
DF,藏川　洋平,ロアッソ熊本,小野　剛,DF,藏川　洋平,ザスパクサツ群馬,秋葉　忠宏,2014/08/03,"２０１４Ｊリーグ　ディビジョン２
								 第２５節第１日"
DF,園田　拓也,ロアッソ熊本,小野　剛,DF,園田　拓也,ザスパクサツ群馬,秋葉　忠宏,2014/08/03,"２０１４Ｊリーグ　ディビジョン２
								 第２５節第１日"
DF,橋本　拳人,ロアッソ熊本,小野　剛,DF,橋本　拳人,ザスパクサツ群馬,秋葉　忠宏,2014/08/03,"２０１４Ｊリーグ　ディビジョン２
								 第２５節第１日"
DF,片山　奨典,ロアッソ熊本,小野　剛,DF,片山　奨典,ザスパクサツ群馬,秋葉　忠宏,2014/08/03,"２０１４Ｊリーグ　ディビジョン２
								 第２５節第１日"
MF,中山　雄登,ロアッソ熊本,小野　剛,MF,中山　雄登,ザスパクサツ群馬,秋葉　忠宏,2014/08/03,"２０１４Ｊリーグ　ディビジョン２
								 第２５節第１日"
MF,養父　雄仁,ロアッソ熊本,小野　剛,MF,養父　雄仁,ザスパクサツ群馬,秋葉　忠宏,2014/08/03,"２０１４Ｊリーグ　ディビジョン２
								 第２５節第１日"
MF,キム　ビョンヨン,ロアッソ熊本,小野　剛,MF,キム　ビョンヨン,ザスパクサツ群馬,秋葉　忠宏,2014/08/03,"２０１４Ｊリーグ　ディビジョン２
								 第２５節第１日"
FW,澤田　崇,ロアッソ熊本,小野　剛,FW,澤田　崇,ザスパクサツ群馬,秋葉　忠宏,2014/08/03,"２０１４Ｊリーグ　ディビジョン２
								 第２５節第１日"
FW,齊藤　和樹,ロアッソ熊本,小野　剛,FW,齊藤　和樹,ザスパクサツ群馬,秋葉　忠宏,2014/08/03,"２０１４Ｊリーグ　ディビジョン２
								 第２５節第１日"
MF,小川　慶治朗,ヴィッセル神戸,西野　朗,MF,小川　慶治朗,アルビレックス新潟,柳下　正明,2012/06/23,"２０１２Ｊリーグ　ディビジョン１
								 第１５節第１日"
FW,吉田　孝行,ヴィッセル神戸,西野　朗,FW,吉田　孝行,アルビレックス新潟,柳下　正明,2012/06/23,"２０１２Ｊリーグ　ディビジョン１
								 第１５節第１日"
FW,大久保　嘉人,ヴィッセル神戸,西野　朗,FW,大久保　嘉人,アルビレックス新潟,柳下　正明,2012/06/23,"２０１２Ｊリーグ　ディビジョン１
								 第１５節第１日"
GK,シュナイダー　潤之介,横浜ＦＣ,山口　素弘,GK,シュナイダー　潤之介,アビスパ福岡,前田　浩二,2012/06/24,"２０１２Ｊリーグ　ディビジョン２
								 第２１節第１日"
DF,井手口　正昭,横浜ＦＣ,山口　素弘,DF,井手口　正昭,アビスパ福岡,前田　浩二,2012/06/24,"２０１２Ｊリーグ　ディビジョン２
								 第２１節第１日"
DF,ペ　スンジン,横浜ＦＣ,山口　素弘,DF,ペ　スンジン,アビスパ福岡,前田　浩二,2012/06/24,"２０１２Ｊリーグ　ディビジョン２
								 第２１節第１日"
DF,森本　良,横浜ＦＣ,山口　素弘,DF,森本　良,アビスパ福岡,前田　浩二,2012/06/24,"２０１２Ｊリーグ　ディビジョン２
								 第２１節第１日"
DF,阿部　巧,横浜ＦＣ,山口　素弘,DF,阿部　巧,アビスパ福岡,前田　浩二,2012/06/24,"２０１２Ｊリーグ　ディビジョン２
								 第２１節第１日"
MF,八角　剛史,横浜ＦＣ,山口　素弘,MF,八角　剛史,アビスパ福岡,前田　浩二,2012/06/24,"２０１２Ｊリーグ　ディビジョン２
								 第２１節第１日"
MF,髙地　系治,横浜ＦＣ,山口　素弘,MF,髙地　系治,アビスパ福岡,前田　浩二,2012/06/24,"２０１２Ｊリーグ　ディビジョン２
								 第２１節第１日"
MF,喜山　康平,松本山雅ＦＣ,反町　康治,MF,喜山　康平,栃木ＳＣ,松田　浩,2012/06/24,"２０１２Ｊリーグ　ディビジョン２
								 第２１節第１日"
MF,玉林　睦実,松本山雅ＦＣ,反町　康治,MF,玉林　睦実,栃木ＳＣ,松田　浩,2012/06/24,"２０１２Ｊリーグ　ディビジョン２
								 第２１節第１日"
MF,大橋　正博,松本山雅ＦＣ,反町　康治,MF,大橋　正博,栃木ＳＣ,松田　浩,2012/06/24,"２０１２Ｊリーグ　ディビジョン２
								 第２１節第１日"
FW,船山　貴之,松本山雅ＦＣ,反町　康治,FW,船山　貴之,栃木ＳＣ,松田　浩,2012/06/24,"２０１２Ｊリーグ　ディビジョン２
								 第２１節第１日"
FW,木島　徹也,松本山雅ＦＣ,反町　康治,FW,木島　徹也,栃木ＳＣ,松田　浩,2012/06/24,"２０１２Ｊリーグ　ディビジョン２
								 第２１節第１日"
MF,武岡　優斗,横浜ＦＣ,山口　素弘,MF,武岡　優斗,アビスパ福岡,前田　浩二,2012/06/24,"２０１２Ｊリーグ　ディビジョン２
								 第２１節第１日"
MF,野崎　陽介,横浜ＦＣ,山口　素弘,MF,野崎　陽介,アビスパ福岡,前田　浩二,2012/06/24,"２０１２Ｊリーグ　ディビジョン２
								 第２１節第１日"
FW,カイオ,横浜ＦＣ,山口　素弘,FW,カイオ,アビスパ福岡,前田　浩二,2012/06/24,"２０１２Ｊリーグ　ディビジョン２
								 第２１節第１日"
FW,大久保　哲哉,横浜ＦＣ,山口　素弘,FW,大久保　哲哉,アビスパ福岡,前田　浩二,2012/06/24,"２０１２Ｊリーグ　ディビジョン２
								 第２１節第１日"
GK,野澤　洋輔,松本山雅ＦＣ,反町　康治,GK,野澤　洋輔,栃木ＳＣ,松田　浩,2012/06/24,"２０１２Ｊリーグ　ディビジョン２
								 第２１節第１日"
DF,多々良　敦斗,松本山雅ＦＣ,反町　康治,DF,多々良　敦斗,栃木ＳＣ,松田　浩,2012/06/24,"２０１２Ｊリーグ　ディビジョン２
								 第２１節第１日"
